bioguideId,district,partyName,state,chamber,startYear,endYear,name
C000243,,Republican,Delaware,House of Representatives,1993,2011,"Castle, Michael N."
C000228,22.0,Democratic,Texas,House of Representatives,1959,1977,"Casey, Bob"
C000201,5.0,Republican,Kentucky,House of Representatives,1965,1981,"Carter, Tim Lee"
C000178,8.0,Democratic,Michigan,House of Representatives,1983,1995,"Carr, Bob"
C000165,1.0,Republican,New York,House of Representatives,1979,1987,"Carney, William"
C000164,19.0,Democratic,Ohio,House of Representatives,1969,1979,"Carney, Charles J."
C000158,3.0,Republican,New York,House of Representatives,1981,1983,"Carman, Gregory W."
C000143,15.0,Democratic,New York,House of Representatives,1961,1975,"Carey, Hugh L."
C000137,23.0,Republican,New York,House of Representatives,1977,1979,"Caputo, Bruce F."
C000107,12.0,Republican,Florida,House of Representatives,1993,2001,"Canady, Charles T."
C000100,15.0,Republican,California,House of Representatives,1995,2001,"Campbell, Tom"
C000079,4.0,Republican,South Carolina,House of Representatives,1979,1987,"Campbell, Carroll A., Jr."
C000077,,Republican,Colorado,Senate,1993,2005,"Campbell, Ben Nighthorse"
C000073,6.0,Republican,Oklahoma,House of Representatives,1969,1975,"Camp, John N. Happy"
C000071,4.0,Republican,Michigan,House of Representatives,1991,2015,"Camp, Dave"
C000052,1.0,Republican,Alabama,House of Representatives,1985,2003,"Callahan, Sonny"
B001221,6.0,Democratic,Maryland,House of Representatives,1971,1979,"Byron, Goodloe E."
B001220,6.0,Democratic,Maryland,House of Representatives,1979,1993,"Byron, Beverly B."
B001213,11.0,Democratic,Virginia,House of Representatives,1993,1995,"Byrne, Leslie L."
B001203,4.0,Republican,Indiana,House of Representatives,1993,2011,"Buyer, Steve"
B001182,6.0,Republican,Virginia,House of Representatives,1971,1983,"Butler, M. Caldwell"
B001172,23.0,Democratic,Texas,House of Representatives,1985,1993,"Bustamante, Albert G."
B001158,5.0,Democratic,California,House of Representatives,1983,1989,"Burton, Sala"
B001156,5.0,Democratic,California,House of Representatives,1963,1985,"Burton, Phillip"
B001153,5.0,Democratic,California,House of Representatives,1973,1983,"Burton, John"
B001149,5.0,Republican,Indiana,House of Representatives,1983,2013,"Burton, Dan"
B001113,10.0,Democratic,Missouri,House of Representatives,1969,1981,"Burlison, Bill D."
B001111,17.0,Democratic,Texas,House of Representatives,1947,1979,"Burleson, Omar"
B001102,28.0,Democratic,California,House of Representatives,1973,1979,"Burke, Yvonne B."
B001092,11.0,Democratic,Massachusetts,House of Representatives,1959,1979,"Burke, James A."
B001091,12.0,Republican,Florida,House of Representatives,1967,1979,"Burke, J. Herbert"
B001080,43.0,Republican,California,House of Representatives,1973,1983,"Burgener, Clair W."
B001066,,Republican,Kentucky,Senate,1999,2011,"Bunning, Jim"
B001063,5.0,Republican,Oregon,House of Representatives,1995,1997,"Bunn, Jim"
B001036,2.0,Republican,Missouri,House of Representatives,1987,1991,"Buechner, Jack"
B001008,6.0,Republican,Alabama,House of Representatives,1965,1981,"Buchanan, John"
B000997,5.0,Democratic,Texas,House of Representatives,1983,1997,"Bryant, John W."
B000996,7.0,Republican,Tennessee,House of Representatives,1995,2003,"Bryant, Ed"
B000971,19.0,Democratic,Illinois,House of Representatives,1985,1993,"Bruce, Terry L."
B000967,10.0,Republican,Virginia,House of Representatives,1953,1975,"Broyhill, Joel T."
B000953,,Republican,Kansas,Senate,1996,2011,"Brownback, Sam"
B000919,,Republican,Colorado,Senate,1991,1997,"Brown, Hank"
B000918,42.0,Democratic,California,House of Representatives,1973,2001,"Brown, George E., Jr."
B000917,3.0,Republican,Michigan,House of Representatives,1967,1979,"Brown, Garry E."
B000911,5.0,Democratic,Florida,House of Representatives,1993,2017,"Brown, Corrine"
B000910,7.0,Republican,Ohio,House of Representatives,1965,1983,"Brown, Clarence, Jr."
B000897,3.0,Democratic,Alabama,House of Representatives,1989,1997,"Browder, Glen"
B000893,2.0,Republican,Colorado,House of Representatives,1967,1975,"Brotzman, Donald G."
B000890,18.0,Republican,Michigan,House of Representatives,1957,1993,"Broomfield, William S."
B000880,9.0,Democratic,Texas,House of Representatives,1953,1995,"Brooks, Jack B."
B000862,17.0,Democratic,Michigan,House of Representatives,1975,1983,"Brodhead, William"
B000845,6.0,Democratic,North Carolina,House of Representatives,1983,1985,"Britt, Robin"
B000400,25.0,Democratic,Texas,House of Representatives,1995,2003,"Bentsen, Ken"
B000392,2.0,Republican,Maryland,House of Representatives,1985,1995,"Bentley, Helen Delich"
B000371,3.0,Democratic,Florida,House of Representatives,1949,1993,"Bennett, Charles E."
B000363,1.0,Democratic,Indiana,House of Representatives,1977,1983,"Benjamin, Adam, Jr."
B000362,,Democratic,Puerto Rico,House of Representatives,1973,1977,"Benitez, Jamie"
B000358,2.0,Republican,West Virginia,House of Representatives,1981,1983,"Benedict, Cleve"
B000330,27.0,Republican,California,House of Representatives,1961,1977,"Bell, Alphonzo"
B000318,24.0,Democratic,California,House of Representatives,1977,1997,"Beilenson, Anthony C."
B000298,6.0,Democratic,Iowa,House of Representatives,1975,1987,"Bedell, Berkley W."
B000287,34.0,Democratic,California,House of Representatives,1993,2017,"Becerra, Xavier"
B000280,6.0,Republican,Tennessee,House of Representatives,1973,1983,"Beard, Robin"
B000279,2.0,Democratic,Rhode Island,House of Representatives,1975,1981,"Beard, Edward"
B000244,1.0,Republican,Maryland,House of Representatives,1973,1981,"Bauman, Robert E."
B000243,,Democratic,Montana,Senate,1979,2014,"Baucus, Max"
B000236,44.0,Democratic,California,House of Representatives,1983,1991,"Bates, Jim"
B000220,2.0,Republican,New Hampshire,House of Representatives,2011,2013,"Bass, Charles F."
B000213,6.0,Republican,Texas,House of Representatives,1985,2019,"Barton, Joe"
B000204,3.0,Republican,Texas,House of Representatives,1983,1993,"Bartlett, Steve"
B000208,6.0,Republican,Maryland,House of Representatives,1993,2013,"Bartlett, Roscoe G."
B000178,1.0,Democratic,Pennsylvania,House of Representatives,1949,1977,"Barrett, William A."
B000177,5.0,Democratic,Wisconsin,House of Representatives,1993,2003,"Barrett, Thomas M."
B000179,3.0,Republican,Nebraska,House of Representatives,1991,2001,"Barrett, Bill"
B000169,7.0,Republican,Georgia,House of Representatives,1995,2003,"Barr, Bob"
B000160,8.0,Democratic,Maryland,House of Representatives,1979,1987,"Barnes, Michael D."
B000153,10.0,Democratic,Georgia,House of Representatives,1977,1993,"Barnard, Doug, Jr."
B000151,1.0,Democratic,Kentucky,House of Representatives,1993,1995,"Barlow, Tom"
B000134,5.0,Democratic,Michigan,House of Representatives,1993,2003,"Barcia, James A."
B001226,1.0,Democratic,Wisconsin,House of Representatives,1993,1995,"Barca, Peter"
B000104,10.0,Republican,North Carolina,House of Representatives,1985,2005,"Ballenger, Cass"
B000083,3.0,Democratic,Wisconsin,House of Representatives,1975,1981,"Baldus, Alvin J."
B000081,2.0,Democratic,Maine,House of Representatives,1995,2003,"Baldacci, John Elias"
B000072,6.0,Republican,Louisiana,House of Representatives,1987,2008,"Baker, Richard H."
B000069,3.0,Republican,Tennessee,House of Representatives,1971,1975,"Baker, LaMar"
B000078,10.0,Republican,California,House of Representatives,1993,1997,"Baker, Bill"
B000047,8.0,Republican,Missouri,House of Representatives,1981,1983,"Bailey, Wendell"
B000037,21.0,Democratic,Pennsylvania,House of Representatives,1979,1983,"Bailey, Donald A."
B000028,6.0,Democratic,Kentucky,House of Representatives,1993,1999,"Baesler, Scotty"
B000025,21.0,Democratic,New York,House of Representatives,1971,1979,"Badillo, Herman"
B000024,40.0,Republican,California,House of Representatives,1977,1989,"Badham, Robert E."
B000013,6.0,Republican,Alabama,House of Representatives,1993,2015,"Bachus, Spencer"
B000008,15.0,Democratic,Florida,House of Representatives,1991,1995,"Bacchus, Jim"
A000337,1.0,Democratic,Oregon,House of Representatives,1975,1993,"AuCoin, Les"
A000329,25.0,Democratic,Pennsylvania,House of Representatives,1979,1983,"Atkinson, Eugene V."
A000226,5.0,Democratic,Massachusetts,House of Representatives,1985,1993,"Atkins, Chester G."
A000224,1.0,Democratic,Wisconsin,House of Representatives,1971,1995,"Aspin, Les"
A000222,9.0,Democratic,Ohio,House of Representatives,1955,1981,"Ashley, Thomas L."
A000221,17.0,Republican,Ohio,House of Representatives,1961,1983,"Ashbrook, John M."
A000220,17.0,Republican,Ohio,House of Representatives,1981,1983,"Ashbrook, Jean"
A000219,,Republican,Colorado,Senate,1979,1991,"Armstrong, William L."
A000217,26.0,Republican,Texas,House of Representatives,1985,2003,"Armey, Richard K."
A000216,15.0,Republican,Illinois,House of Representatives,1935,1975,"Arends, Leslie C."
A000215,7.0,Republican,Texas,House of Representatives,1971,2001,"Archer, Bill"
A000214,18.0,Democratic,Ohio,House of Representatives,1977,1995,"Applegate, Douglas"
A000213,4.0,Democratic,Arkansas,House of Representatives,1979,1993,"Anthony, Beryl, Jr."
A000212,11.0,Democratic,Illinois,House of Representatives,1965,1993,"Annunzio, Frank"
A000211,1.0,Democratic,Maine,House of Representatives,1991,1995,"Andrews, Thomas H."
A000210,1.0,Democratic,New Jersey,House of Representatives,1989,2014,"Andrews, Robert E."
A000209,25.0,Democratic,Texas,House of Representatives,1983,1995,"Andrews, Michael"
A000208,,Republican,North Dakota,Senate,1981,1987,"Andrews, Mark"
A000207,4.0,Democratic,North Carolina,House of Representatives,1973,1985,"Andrews, Ike"
A000195,16.0,Republican,Illinois,House of Representatives,1961,1981,"Anderson, John B."
A000189,32.0,Democratic,California,House of Representatives,1969,1993,"Anderson, Glenn M."
A000177,23.0,Democratic,Pennsylvania,House of Representatives,1977,1979,"Ammerman, Joseph S."
A000170,3.0,Democratic,New York,House of Representatives,1975,1981,"Ambro, Jerome A."
A000121,,Republican,Virginia,Senate,2001,2007,"Allen, George"
A000118,5.0,Democratic,Tennessee,House of Representatives,1975,1979,"Allen, Clifford R."
A000109,,Republican,Colorado,Senate,1997,2009,"Allard, Wayne"
A000103,1.0,Democratic,Arkansas,House of Representatives,1969,1993,"Alexander, Bill"
A000076,10.0,Democratic,Michigan,House of Representatives,1979,1985,"Albosta, Donald J."
A000073,3.0,Democratic,Oklahoma,House of Representatives,1947,1977,"Albert, Carl"
A000069,,Democratic,Hawaii,Senate,1990,2013,"Akaka, Daniel K."
A000052,6.0,Democratic,New York,House of Representatives,1961,1987,"Addabbo, Joseph P."
A000031,,Democratic,Washington,Senate,1987,1993,"Adams, Brock"
A000022,5.0,Democratic,New York,House of Representatives,1983,2013,"Ackerman, Gary L."
A000018,20.0,Democratic,New York,House of Representatives,1971,1977,"Abzug, Bella S."
A000014,1.0,Democratic,Hawaii,House of Representatives,1991,2011,"Abercrombie, Neil"
A000009,,Republican,South Dakota,Senate,1981,1987,"Abdnor, James"
F000128,19.0,Democratic,Ohio,House of Representatives,1993,1995,"Fingerhut, Eric D."
F000123,20.0,Republican,Illinois,House of Representatives,1961,1983,"Findley, Paul"
F000116,51.0,Democratic,California,House of Representatives,1993,2013,"Filner, Bob"
F000111,8.0,Republican,Texas,House of Representatives,1981,1997,"Fields, Jack"
F000110,4.0,Democratic,Louisiana,House of Representatives,1993,1997,"Fields, Cleo"
F000102,21.0,Republican,California,House of Representatives,1981,1987,"Fiedler, Bobbi"
F000088,9.0,Democratic,New York,House of Representatives,1979,1985,"Ferraro, Geraldine A."
F000078,5.0,Republican,New Jersey,House of Representatives,1975,1983,"Fenwick, Millicent H."
F000059,19.0,Democratic,Ohio,House of Representatives,1983,1993,"Feighan, Edward F."
F000053,3.0,Democratic,California,House of Representatives,1979,1999,"Fazio, Vic"
F000049,13.0,Republican,Illinois,House of Representatives,1985,1999,"Fawell, Harris W."
F000046,,Democratic,District of Columbia,House of Representatives,1971,1991,"Fauntroy, Walter E."
F000043,2.0,Democratic,Pennsylvania,House of Representatives,1995,2016,"Fattah, Chaka"
F000041,19.0,Democratic,Florida,House of Representatives,1955,1993,"Fascell, Dante B."
F000040,5.0,Democratic,Illinois,House of Representatives,1975,1983,"Fary, John G."
F000030,20.0,Democratic,California,House of Representatives,1993,2017,"Farr, Sam"
F000010,,Democratic,American Samoa,House of Representatives,1989,2015,"Faleomavaega, Eni F. H."
E000282,15.0,Republican,Illinois,House of Representatives,1991,2001,"Ewing, Thomas W."
E000273,4.0,Democratic,Tennessee,House of Representatives,1947,1977,"Evins, Joe L."
E000258,,Republican,Delaware,House of Representatives,1977,1983,"Evans, Thomas B., Jr."
E000254,,Republican,Virgin Islands,House of Representatives,1979,1981,"Evans, Melvin H."
E000250,17.0,Democratic,Illinois,House of Representatives,1983,2007,"Evans, Lane"
E000240,3.0,Democratic,Colorado,House of Representatives,1965,1979,"Evans, Frank E."
E000239,6.0,Democratic,Indiana,House of Representatives,1975,1983,"Evans, David W."
E000259,3.0,Republican,Iowa,House of Representatives,1981,1987,"Evans, Cooper"
E000233,8.0,Democratic,Georgia,House of Representatives,1977,1983,"Evans, Billy Lee"
E000218,2.0,Democratic,Mississippi,House of Representatives,1987,1995,"Espy, Mike"
E000214,16.0,Republican,Pennsylvania,House of Representatives,1967,1977,"Eshleman, Edwin D."
E000213,2.0,Republican,Michigan,House of Representatives,1967,1977,"Esch, Marvin L."
E000208,17.0,Democratic,Pennsylvania,House of Representatives,1977,1983,"Ertel, Allen E."
E000204,13.0,Republican,Illinois,House of Representatives,1965,1985,"Erlenborn, John N."
E000201,6.0,Democratic,Alabama,House of Representatives,1983,1993,"Erdreich, Ben"
E000194,,Republican,Nevada,Senate,2001,2011,"Ensign, John"
E000187,3.0,Republican,Pennsylvania,House of Representatives,1995,2009,"English, Phil"
E000186,6.0,Democratic,Arizona,House of Representatives,1993,1995,"English, Karan"
E000184,6.0,Democratic,Oklahoma,House of Representatives,1975,1995,"English, Glenn"
E000179,16.0,Democratic,New York,House of Representatives,1989,2021,"Engel, Eliot L."
E000175,1.0,Republican,Maine,House of Representatives,1975,1983,"Emery, David F."
E000174,8.0,Republican,Missouri,House of Representatives,1981,1997,"Emerson, Bill"
E000096,4.0,Democratic,Pennsylvania,House of Representatives,1967,1979,"Eilberg, Joshua"
E000093,2.0,Republican,Maryland,House of Representatives,1995,2003,"Ehrlich, Robert L., Jr."
E000092,3.0,Republican,Michigan,House of Representatives,1993,2011,"Ehlers, Vernon J."
E000077,5.0,Republican,Oklahoma,House of Representatives,1977,1993,"Edwards, Mickey"
E000084,1.0,Republican,Alabama,House of Representatives,1965,1985,"Edwards, Jack"
E000064,16.0,Democratic,California,House of Representatives,1963,1995,"Edwards, Don"
E000063,17.0,Democratic,Texas,House of Representatives,1991,2011,"Edwards, Chet"
E000043,7.0,Democratic,Pennsylvania,House of Representatives,1975,1987,"Edgar, Robert W."
E000035,8.0,Democratic,Texas,House of Representatives,1967,1981,"Eckhardt, Bob"
E000033,30.0,Republican,New York,House of Representatives,1985,1987,"Eckert, Fred J."
E000031,11.0,Democratic,Ohio,House of Representatives,1981,1993,"Eckart, Dennis E."
E000013,3.0,Democratic,Massachusetts,House of Representatives,1975,1993,"Early, Joseph D."
D000593,1.0,Democratic,Maryland,House of Representatives,1981,1991,"Dyson, Roy"
D000592,31.0,Democratic,California,House of Representatives,1981,1993,"Dymally, Mervyn M."
D000586,6.0,Democratic,New Jersey,House of Representatives,1981,1993,"Dwyer, Bernard J."
D000548,6.0,Republican,Michigan,House of Representatives,1981,1983,"Dunn, Jim"
D000549,8.0,Republican,Washington,House of Representatives,1993,2005,"Dunn, Jennifer"
D000537,3.0,Democratic,Oregon,House of Representatives,1975,1981,"Duncan, Robert B."
D000533,2.0,Republican,Tennessee,House of Representatives,1987,2019,"Duncan, John J., Jr."
D000534,2.0,Republican,Tennessee,House of Representatives,1965,1989,"Duncan, John J."
D000523,37.0,Democratic,New York,House of Representatives,1959,1975,"Dulski, Thaddeus J."
D000558,,Republican,Delaware,House of Representatives,1971,1977,"du Pont, Pierre S., IV"
D000499,4.0,Democratic,Massachusetts,House of Representatives,1971,1981,"Drinan, Robert F."
D000492,26.0,Republican,California,House of Representatives,1981,2013,"Dreier, David"
D000474,1.0,Democratic,Virginia,House of Representatives,1959,1977,"Downing, Thomas N."
D000471,2.0,Democratic,New York,House of Representatives,1975,1993,"Downey, Thomas J."
D000466,4.0,Democratic,Mississippi,House of Representatives,1981,1989,"Dowdy, Wayne"
D000451,2.0,Republican,New Hampshire,House of Representatives,1989,1991,"Douglas, Chuck"
D000446,4.0,Republican,Pennsylvania,House of Representatives,1979,1983,"Dougherty, Charles F."
D000435,46.0,Republican,California,House of Representatives,1985,1997,"Dornan, Robert K."
D000434,3.0,Democratic,South Carolina,House of Representatives,1951,1975,"Dorn, William Jennings Bryan"
D000432,,Democratic,North Dakota,Senate,1991,2011,"Dorgan, Byron L."
D000429,4.0,Republican,California,House of Representatives,1991,2009,"Doolittle, John T."
D000424,20.0,Democratic,California,House of Representatives,1991,2005,"Dooley, Calvin M."
D000419,3.0,Democratic,Massachusetts,House of Representatives,1947,1975,"Donohue, Harold D."
D000388,,Democratic,Connecticut,Senate,1981,2011,"Dodd, Christopher J."
D000373,32.0,Democratic,California,House of Representatives,1979,2003,"Dixon, Julian C."
D000359,20.0,Republican,New York,House of Representatives,1985,1989,"DioGuardi, Joseph J."
D000355,12.0,Democratic,Michigan,House of Representatives,1955,2015,"Dingell, John D."
D000344,13.0,Democratic,Michigan,House of Representatives,1955,1981,"Diggs, Charles C., Jr."
D000327,6.0,Democratic,Washington,House of Representatives,1977,2013,"Dicks, Norman D."
D000326,2.0,Republican,Alabama,House of Representatives,1965,1993,"Dickinson, William L."
D000312,4.0,Republican,Arkansas,House of Representatives,1993,2001,"Dickey, Jay"
D000299,21.0,Republican,Florida,House of Representatives,1993,2011,"Diaz-Balart, Lincoln"
D000279,12.0,Republican,Ohio,House of Representatives,1959,1981,"Devine, Samuel L."
D000275,20.0,Democratic,Florida,House of Representatives,1993,2005,"Deutsch, Peter"
D000269,4.0,Republican,Illinois,House of Representatives,1959,1983,"Derwinski, Edward J."
D000267,3.0,Democratic,South Carolina,House of Representatives,1975,1995,"Derrick, Butler C."
D000255,21.0,Democratic,Pennsylvania,House of Representatives,1957,1979,"Dent, John H."
D000241,10.0,Republican,Indiana,House of Representatives,1969,1975,"Dennis, David W."
D000234,1.0,Democratic,South Dakota,House of Representatives,1971,1975,"Denholm, Frank E."
D000231,3.0,Republican,Connecticut,House of Representatives,1981,1983,"DeNardis, Lawrence J."
D000222,9.0,Democratic,California,House of Representatives,1971,1999,"Dellums, Ronald V."
D000220,4.0,Republican,Oregon,House of Representatives,1967,1975,"Dellenback, John"
D000211,9.0,Democratic,New York,House of Representatives,1945,1979,"Delaney, James J."
D000183,8.0,Republican,Indiana,House of Representatives,1979,1983,"Deckard, Joel"
D000168,9.0,Republican,Georgia,House of Representatives,1993,2010,"Deal, Nathan"
D000203,15.0,Democratic,Texas,House of Representatives,1965,1997,"de la Garza, E."
D000209,,Democratic,Virgin Islands,House of Representatives,1981,1995,"de Lugo, Ron"
D000136,11.0,Republican,Virginia,House of Representatives,1995,2008,"Davis, Tom"
D000131,11.0,Republican,Michigan,House of Representatives,1979,1993,"Davis, Robert W."
D000125,1.0,Democratic,South Carolina,House of Representatives,1971,1981,"Davis, Mendel J."
D000122,7.0,Democratic,Georgia,House of Representatives,1961,1975,"Davis, John W."
D000106,4.0,Republican,Illinois,House of Representatives,1987,1989,"Davis, Jack"
D000102,9.0,Republican,Wisconsin,House of Representatives,1965,1975,"Davis, Glenn R."
D000065,2.0,Republican,Nebraska,House of Representatives,1981,1989,"Daub, Hal"
D000051,7.0,Democratic,Georgia,House of Representatives,1983,1995,"Darden, George (Buddy)"
D000046,6.0,Democratic,Missouri,House of Representatives,1993,2001,"Danner, Pat"
D000044,39.0,Republican,California,House of Representatives,1979,1993,"Dannemeyer, William E."
D000043,30.0,Democratic,California,House of Representatives,1971,1983,"Danielson, George E."
D000041,14.0,Democratic,New Jersey,House of Representatives,1959,1977,"Daniels, Dominick V."
D000038,5.0,Democratic,Virginia,House of Representatives,1969,1989,"Daniel, W. C. (Dan)"
D000037,4.0,Republican,Virginia,House of Representatives,1973,1983,"Daniel, Robert W., Jr."
D000017,1.0,Democratic,New Hampshire,House of Representatives,1975,1985,"D'Amours, Norman E."
C000994,50.0,Republican,California,House of Representatives,1991,2007,"Cunningham, Randy (Duke)"
C000992,7.0,Republican,Washington,House of Representatives,1977,1979,"Cunningham, John E. (Jack)"
C000984,7.0,Democratic,Maryland,House of Representatives,1995,2019,"Cummings, Elijah E."
C000979,,Democratic,Iowa,Senate,1975,1981,"Culver, John C."
C000962,,Republican,Wyoming,House of Representatives,1995,2009,"Cubin, Barbara"
C000925,5.0,Republican,Massachusetts,House of Representatives,1973,1975,"Cronin, Paul W."
C000919,13.0,Democratic,Michigan,House of Representatives,1979,1991,"Crockett, George W., Jr."
C000903,6.0,Republican,Ohio,House of Representatives,1995,1997,"Cremeans, Frank A."
C000873,8.0,Republican,Illinois,House of Representatives,1969,2005,"Crane, Philip M."
C000871,19.0,Republican,Illinois,House of Representatives,1979,1985,"Crane, Daniel B."
L000417,8.0,Democratic,Louisiana,House of Representatives,1973,1987,"Long, Gillis W."
L000413,2.0,Democratic,Maryland,House of Representatives,1963,1985,"Long, Clarence D."
L000411,8.0,Democratic,Louisiana,House of Representatives,1985,1987,"Long, Cathy (Mrs. Gillis)"
L000396,21.0,Republican,Texas,House of Representatives,1979,1987,"Loeffler, Tom"
L000554,2.0,Republican,New Jersey,House of Representatives,1995,2019,"LoBiondo, Frank A."
L000381,3.0,Democratic,Tennessee,House of Representatives,1975,1995,"Lloyd, Marilyn"
L000379,35.0,Democratic,California,House of Representatives,1975,1981,"Lloyd, James F."
L000371,1.0,Republican,Louisiana,House of Representatives,1977,2001,"Livingston, Bob"
L000360,6.0,Democratic,Missouri,House of Representatives,1973,1977,"Litton, Jerry"
L000342,3.0,Democratic,Illinois,House of Representatives,1983,2005,"Lipinski, William O."
L000321,7.0,Republican,Georgia,House of Representatives,1993,2011,"Linder, John"
L000305,3.0,Republican,Iowa,House of Representatives,1985,1997,"Lightfoot, Jim"
L000295,16.0,Republican,Florida,House of Representatives,1983,1995,"Lewis, Thomas F."
L000293,2.0,Republican,Kentucky,House of Representatives,1993,2009,"Lewis, Ron"
L000287,5.0,Democratic,Georgia,House of Representatives,1987,2020,"Lewis, John"
L000274,41.0,Republican,California,House of Representatives,1979,2013,"Lewis, Jerry"
L000267,4.0,Republican,New York,House of Representatives,1993,1995,"Levy, David A."
L000264,27.0,Democratic,California,House of Representatives,1983,1993,"Levine, Mel"
L000263,9.0,Democratic,Michigan,House of Representatives,1983,2019,"Levin, Sander M."
L000243,4.0,Republican,New York,House of Representatives,1971,1993,"Lent, Norman F."
L000237,18.0,Democratic,Texas,House of Representatives,1979,1991,"Leland, Mickey"
L000226,17.0,Democratic,Florida,House of Representatives,1973,1993,"Lehman, William"
L000225,19.0,Democratic,California,House of Representatives,1983,1995,"Lehman, Richard H."
L000221,4.0,Democratic,California,House of Representatives,1963,1979,"Leggett, Robert L."
L000561,14.0,Democratic,New Jersey,House of Representatives,1977,1979,"LeFante, Joseph A."
L000192,33.0,Republican,New York,House of Representatives,1979,1983,"Lee, Gary A."
L000187,3.0,Democratic,Pennsylvania,House of Representatives,1977,1983,"Lederer, Raymond F."
L000547,6.0,Republican,New York,House of Representatives,1981,1983,"LeBoutillier, John"
L000180,11.0,Democratic,Texas,House of Representatives,1979,1991,"Leath, Marvin"
L000169,2.0,Republican,Iowa,House of Representatives,1977,2007,"Leach, James A."
L000167,4.0,Democratic,Louisiana,House of Representatives,1979,1981,"Leach, Claude (Buddy), Jr."
L000155,2.0,Republican,New York,House of Representatives,1993,2001,"Lazio, Rick"
L000119,14.0,Republican,Texas,House of Representatives,1989,1997,"Laughlin, Greg"
L000116,5.0,Republican,Ohio,House of Representatives,1959,1989,"Latta, Delbert L."
L000553,14.0,Republican,Ohio,House of Representatives,1995,2013,"LaTourette, Steven C."
L000111,3.0,Republican,Iowa,House of Representatives,1995,2015,"Latham, Tom"
L000098,1.0,Democratic,Idaho,House of Representatives,1991,1995,"LaRocco, Larry"
L000096,1.0,Republican,Oklahoma,House of Representatives,1993,2002,"Largent, Steve"
L000090,12.0,Democratic,California,House of Representatives,1981,2008,"Lantos, Tom"
L000054,9.0,Democratic,Georgia,House of Representatives,1953,1977,"Landrum, Phil M."
L000049,2.0,Republican,Indiana,House of Representatives,1969,1975,"Landgrebe, Earl F."
L000045,3.0,Democratic,North Carolina,House of Representatives,1987,1995,"Lancaster, H. Martin"
L000552,18.0,Republican,Illinois,House of Representatives,1995,2009,"LaHood, Ray"
L000020,19.0,Republican,California,House of Representatives,1973,1993,"Lagomarsino, Robert J."
L000556,29.0,Democratic,New York,House of Representatives,1975,2003,"LaFalce, John J."
K000356,1.0,Democratic,Maine,House of Representatives,1967,1975,"Kyros, Peter N."
K000352,,Republican,Arizona,Senate,2018,2019,"Kyl, Jon"
K000348,8.0,Republican,Tennessee,House of Representatives,1967,1975,"Kuykendall, Dan H."
K000328,9.0,Democratic,Washington,House of Representatives,1993,1995,"Kreidler, Mike"
K000325,17.0,Democratic,California,House of Representatives,1975,1979,"Krebs, John H."
K000322,5.0,Republican,Colorado,House of Representatives,1979,1987,"Kramer, Ken"
K000319,8.0,Democratic,Pennsylvania,House of Representatives,1983,1993,"Kostmayer, Peter H."
K000312,5.0,Democratic,Oregon,House of Representatives,1991,1995,"Kopetski, Mike"
K000309,12.0,Republican,California,House of Representatives,1987,1989,"Konnyu, Ernest L."
K000307,4.0,Democratic,Pennsylvania,House of Representatives,1983,1993,"Kolter, Joseph P."
K000304,3.0,Democratic,Colorado,House of Representatives,1979,1985,"Kogovsek, Ray"
K000302,18.0,Democratic,New York,House of Representatives,1969,1979,"Koch, Edward I."
K000288,9.0,Republican,Michigan,House of Representatives,1993,2009,"Knollenberg, Joe"
K000274,2.0,Republican,Wisconsin,House of Representatives,1991,1999,"Klug, Scott L."
K000273,5.0,Democratic,Illinois,House of Representatives,1951,1977,"Kluczynski, John C."
K000270,4.0,Democratic,Pennsylvania,House of Representatives,1993,2001,"Klink, Ron"
K000259,4.0,Democratic,Wisconsin,House of Representatives,1983,2005,"Kleczka, Gerald D."
K000220,1.0,Republican,Georgia,House of Representatives,1993,2015,"Kingston, Jack"
K000210,2.0,Republican,New York,House of Representatives,1993,2021,"King, Peter T."
K000195,29.0,Republican,New York,House of Representatives,1961,1975,"King, Carleton J."
K000190,8.0,Republican,Ohio,House of Representatives,1975,1987,"Kindness, Thomas N."
K000181,41.0,Republican,California,House of Representatives,1993,1999,"Kim, Jay"
K000172,5.0,Democratic,Michigan,House of Representatives,1977,2013,"Kildee, Dale E."
K000162,2.0,Democratic,Kansas,House of Representatives,1975,1979,"Keys, Martha E."
K000153,18.0,Republican,California,House of Representatives,1973,1979,"Ketchum, William M."
K000118,1.0,Democratic,Connecticut,House of Representatives,1981,1999,"Kennelly, Barbara B."
K000113,1.0,Democratic,Rhode Island,House of Representatives,1995,2011,"Kennedy, Patrick J."
K000110,8.0,Democratic,Massachusetts,House of Representatives,1987,1999,"Kennedy, Joseph P., II"
K000086,31.0,Republican,New York,House of Representatives,1971,1989,"Kemp, Jack"
K000078,19.0,Republican,New York,House of Representatives,1995,2007,"Kelly, Sue W."
K000077,5.0,Republican,Florida,House of Representatives,1975,1981,"Kelly, Richard"
K000037,1.0,Republican,Ohio,House of Representatives,1971,1975,"Keating, William J."
K000025,23.0,Democratic,Texas,House of Representatives,1967,1985,"Kazen, Abraham, Jr."
K000020,2.0,Democratic,Wisconsin,House of Representatives,1959,1991,"Kastenmeier, Robert W."
K000019,,Republican,Wisconsin,Senate,1981,1993,"Kasten, Robert W., Jr."
K000016,12.0,Republican,Ohio,House of Representatives,1983,2001,"Kasich, John R."
