bioguideid,congress,introducedDate,actionDate,text,number,policyArea,title,type,url
I000024,107,2001-06-20,2001-06-20,Read twice and referred to the Committee on Governmental Affairs.,1073,{'name': 'Economics and Public Finance'},National Commission to Eliminate Waste in Government Act of 2001,S,https://api.congress.gov/v3/bill/107/s/1073?format=json
I000024,107,2001-05-15,2001-05-15,Read twice and referred to the Committee on Finance.,878,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to prorate the heavy vehicle use tax between the first and subsequent purchasers of the same vehicle in one taxable period.,S,https://api.congress.gov/v3/bill/107/s/878?format=json
I000024,107,2001-05-14,2001-05-14,Read twice and referred to the Committee on Environment and Public Works.,876,{'name': 'Environmental Protection'},John H. Chafee Environmental Education Act of 2001,S,https://api.congress.gov/v3/bill/107/s/876?format=json
I000024,107,2001-04-26,2001-04-26,Read twice and referred to the Committee on Finance.,793,{'name': 'Taxation'},Neighbor to Neighbor Act,S,https://api.congress.gov/v3/bill/107/s/793?format=json
I000024,107,2001-04-26,2001-04-26,Read twice and referred to the Committee on Finance.,780,{'name': 'Taxation'},Neighbor to Neighbor Act,S,https://api.congress.gov/v3/bill/107/s/780?format=json
I000024,107,2001-03-30,2001-03-30,Read twice and referred to the Committee on Armed Services.,667,{'name': 'Public Lands and Natural Resources'},"A bill to impose a condition for the conveyance, previously required, of certain real property of the United States on the Island of Vieques to Puerto Rico.",S,https://api.congress.gov/v3/bill/107/s/667?format=json
I000024,107,2001-03-26,2001-03-26,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",614,{'name': 'Transportation and Public Works'},"A bill to prohibit the Secretary of Transportation and the Administrator of the Federal Motor Carrier Administration from taking action to finalize, implement, or enforce a rule related to the hours of service of drivers for motor carriers, and for other purposes.",S,https://api.congress.gov/v3/bill/107/s/614?format=json
I000024,107,2001-11-01,2001-11-01,Referred to the Committee on Rules and Administration. (text of measure as introduced: CR S11389-11390),176,{'name': 'Congress'},A resolution relating to expenditures for official office expenses.,SRES,https://api.congress.gov/v3/bill/107/sres/176?format=json
I000024,107,2002-09-19,2002-10-03,Held at the desk.,143,{'name': 'Commemorations'},"A concurrent resolution designating October 6, 2002, through October 12, 2002, as ""National 4-H Youth Development Program Week"".",SCONRES,https://api.congress.gov/v3/bill/107/sconres/143?format=json
I000024,106,2000-04-05,2000-04-05,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",2358,{'name': 'Health'},National Institutes of Health EPSCoR Program Act of 2000,S,https://api.congress.gov/v3/bill/106/s/2358?format=json
I000024,106,2000-07-12,2000-07-12,Amendment SA 3812 not agreed to in Senate by Yea-Nay Vote. 27 - 73. Record Vote Number: 176. ,,{},,,https://api.congress.gov/v3/amendment/106/samdt/3812?format=json
I000024,106,2000-06-30,2000-06-30,Amendment SA 3740 agreed to in Senate by Unanimous Consent. ,,{},,,https://api.congress.gov/v3/amendment/106/samdt/3740?format=json
I000024,106,2000-06-27,2000-06-27,Amendment SA 3633 as modified agreed to in Senate by Voice Vote. (text as modified: CR S5836),,{},,,https://api.congress.gov/v3/amendment/106/samdt/3633?format=json
I000024,106,2000-06-21,2000-06-21,Amendment SA 3528 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/106/samdt/3528?format=json
I000024,106,2000-06-20,2000-06-20,Amendment SA 3483 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/106/samdt/3483?format=json
I000024,106,2000-06-14,2000-06-14,Amendment SA 3417 agreed to in Senate by Voice Vote. (text: CR S5080),,{},,,https://api.congress.gov/v3/amendment/106/samdt/3417?format=json
I000024,106,2000-06-14,2000-06-14,Amendment SA 3420 agreed to in Senate by Voice Vote. (text: CR S5081),,{},,,https://api.congress.gov/v3/amendment/106/samdt/3420?format=json
I000024,106,2000-06-14,2000-06-14,Amendment SA 3405 agreed to in Senate by Voice Vote. (text: CR S5078),,{},,,https://api.congress.gov/v3/amendment/106/samdt/3405?format=json
I000024,106,2000-06-12,2000-06-13,Amendment SA 3344 agreed to in Senate by Voice Vote. (text: CR S4992),,{},,,https://api.congress.gov/v3/amendment/106/samdt/3344?format=json
I000024,106,2000-06-12,2000-06-13,Amendment SA 3343 agreed to in Senate by Voice Vote. (text: CR S4992),,{},,,https://api.congress.gov/v3/amendment/106/samdt/3343?format=json
I000024,106,2000-06-12,2000-06-13,Amendment SA 3345 agreed to in Senate by Voice Vote. (text: CR S5008),,{},,,https://api.congress.gov/v3/amendment/106/samdt/3345?format=json
I000024,106,2000-06-07,,,,{},,,https://api.congress.gov/v3/amendment/106/samdt/3203?format=json
I000024,106,2000-04-13,,,,{},,,https://api.congress.gov/v3/amendment/106/samdt/3098?format=json
I000024,106,2000-04-06,,,,{},,,https://api.congress.gov/v3/amendment/106/samdt/2968?format=json
I000024,106,2000-04-04,,,,{},,,https://api.congress.gov/v3/amendment/106/samdt/2908?format=json
I000024,106,1999-10-05,,,,{},,,https://api.congress.gov/v3/amendment/106/samdt/2257?format=json
I000024,106,1999-10-05,1999-10-05,Amendment SP 2071 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/106/samdt/2071?format=json
I000024,106,1999-09-30,1999-09-30,Amendment as modified agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/106/samdt/1816?format=json
I000024,106,1999-09-15,1999-09-15,Amendment SP 1663 as modified agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/106/samdt/1663?format=json
I000024,106,1999-06-10,1999-06-10,Amendment SP 622 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/106/samdt/622?format=json
I000024,106,1999-06-09,,,,{},,,https://api.congress.gov/v3/amendment/106/samdt/615?format=json
I000024,106,1999-06-08,1999-06-08,Amendment agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/106/samdt/552?format=json
I000024,106,1999-04-28,,,,{},,,https://api.congress.gov/v3/amendment/106/samdt/274?format=json
I000024,106,1999-04-27,,,,{},,,https://api.congress.gov/v3/amendment/106/samdt/272?format=json
I000024,106,2000-10-10,2000-10-10,Read twice and referred to the Committee on Indian Affairs.,3182,{'name': 'Native Americans'},Five Nations Citizens Land Reform Act of 2000,S,https://api.congress.gov/v3/bill/106/s/3182?format=json
I000024,106,2000-09-15,2000-09-15,Read twice and referred to the Committee on Finance.,3056,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to exclude from gross income certain profits of businesses operated in connection with a public-private partnership with Centers of Industrial and Technical Excellence established by the Department of Defense.,S,https://api.congress.gov/v3/bill/106/s/3056?format=json
I000024,106,2000-09-07,2000-09-07,Read twice and referred to the Committee on Indian Affairs.,3019,{'name': 'Native Americans'},Shawnee Tribe Status Act of 2000,S,https://api.congress.gov/v3/bill/106/s/3019?format=json
I000024,106,2000-09-07,2000-09-07,Read twice and referred to the Committee on Indian Affairs.,3013,{'name': 'Native Americans'},"To make technical amendments concerning contracts affecting certain Indian tribes in Oklahoma, and for other purposes.",S,https://api.congress.gov/v3/bill/106/s/3013?format=json
I000024,106,2000-07-27,2000-07-27,Read twice and referred to the Committee on Environment and Public Works.,2948,{'name': 'Environmental Protection'},American Wetland Restoration Act,S,https://api.congress.gov/v3/bill/106/s/2948?format=json
I000024,106,2000-06-13,2000-06-13,Read twice and referred to the Committee on Environment and Public Works.,2723,{'name': 'Environmental Protection'},"A bill to amend the Clean Air Act to permit the Governor of a State to waive oxygen content requirement for reformulated gasoline, to encourage development of voluntary standards to prevent and control releases of methyl tertiary butyl ether from underground storage tanks, to establish a program to phase out the use of methyl tertiary butyl ether, and for other purposes.",S,https://api.congress.gov/v3/bill/106/s/2723?format=json
I000024,106,2000-03-23,2000-03-23,Read twice and referred to the Committee on Environment and Public Works.,2292,{'name': 'Energy'},Price-Anderson Amendments Act of 2000,S,https://api.congress.gov/v3/bill/106/s/2292?format=json
I000024,106,1999-11-17,2000-05-02,Referred to the House Committee on Education and the Workforce.,1946,{'name': 'Environmental Protection'},John H. Chafee Environmental Education Act of 2000,S,https://api.congress.gov/v3/bill/106/s/1946?format=json
I000024,106,1999-11-09,1999-11-09,Read twice and referred to the Committee on Environment and Public Works.,1886,{'name': 'Environmental Protection'},"A bill to amend the Clean Air Act to permit the Governor of a State to waive the oxygen content requirement for reformulated gasoline, to encourage development of voluntary standards to prevent and control releases of methyl tertiary butyl ether from underground storage tanks, and for other purposes.",S,https://api.congress.gov/v3/bill/106/s/1886?format=json
I000024,106,1999-10-05,2000-05-16,Placed on Senate Legislative Calendar under General Orders. Calendar No. 550.,1691,{'name': 'Emergency Management'},Disaster Mitigation Act of 1999,S,https://api.congress.gov/v3/bill/106/s/1691?format=json
I000024,106,1999-09-23,2000-05-02,Held at the desk.,1627,{'name': 'Energy'},NRC Fairness in Funding Act of 2000,S,https://api.congress.gov/v3/bill/106/s/1627?format=json
I000024,106,1999-09-21,1999-09-21,Read twice and referred to the Committee on Armed Services.,1602,{'name': 'Armed Forces and National Security'},"A bill to require the closure of Naval Station Roosevelt Roads, Puerto Rico upon termination of Armed Forces use of training ranges on the island of Vieques, Puerto Rico, involving live munitions impact.",S,https://api.congress.gov/v3/bill/106/s/1602?format=json
I000024,106,1999-05-03,1999-10-06,Became Public Law No: 106-67.,944,{'name': 'Native Americans'},A bill to amend Public Law 105-188 to provide for the mineral leasing of certain Indian lands in Oklahoma.,S,https://api.congress.gov/v3/bill/106/s/944?format=json
I000024,106,1999-03-25,1999-03-25,Read twice and referred to the Committee on Commerce.,722,{'name': 'Transportation and Public Works'},"A bill to provide for the immediate application of certain orders relating to the amendment, modification, suspension, or revocation of certificates under chapter 447 of title 49, United States Code.",S,https://api.congress.gov/v3/bill/106/s/722?format=json
I000024,106,1999-03-25,1999-03-25,Read twice and referred to the Committee on Environment and Public Works.,724,{'name': 'Environmental Protection'},"A bill to amend the Safe Drinking Water Act to clarify that underground injection does not include certain activities, and for other purposes.",S,https://api.congress.gov/v3/bill/106/s/724?format=json
I000024,106,1999-03-18,1999-03-18,Read twice and referred to the Committee on Finance.,657,{'name': 'Taxation'},Medical Savings Account Expansion Act of 1999,S,https://api.congress.gov/v3/bill/106/s/657?format=json
I000024,106,2000-06-29,2000-06-29,Referred to the Committee on the Judiciary. (text of measure as introduced: CR S6145),330,{'name': 'Commemorations'},"A resolution designating the week beginning September 24, 2000, as ""National Amputee Awareness Week"".",SRES,https://api.congress.gov/v3/bill/106/sres/330?format=json
I000024,106,1999-11-04,1999-11-04,Referred to the Committee on Armed Services.,220,{'name': 'Armed Forces and National Security'},A resolution expressing the sense of the Senate regarding the February 2000 deployment of the U.S.S. Eisenhower Battle Group and the 24th Marine Expeditionary Unit to an area of potential hostilities and the essential requirements that the battle group and expeditionary unit have received the essential training needed to certify the warfighting proficiency of the forces comprising the battle group and expeditionary unit.,SRES,https://api.congress.gov/v3/bill/106/sres/220?format=json
I000024,106,1999-10-29,1999-11-01,Sponsor introductory remarks on measure. (CR S13589-13591),64,{'name': 'Armed Forces and National Security'},A concurrent resolution expressing the sense of congress concerning continued use of the United States Navy training range on the island of Vieques in the Commonwealth of Puerto Rico.,SCONRES,https://api.congress.gov/v3/bill/106/sconres/64?format=json
I000024,100,1988-05-25,1988-05-25,Point of Order Sustained Against Amendment in Committee of the Whole. ,,{},,,https://api.congress.gov/v3/amendment/100/hamdt/709?format=json
I000024,100,1988-02-24,1988-11-10,Provisions of Measure Incorporated Into H.R.4333.,3989,{'name': 'Taxation'},A bill to amend the Internal Revenue Code of 1986 to allow State and local governments to purchase gasoline tax-free and to allow farmers and certain oil and gas drillers to purchase diesel fuel tax-free.,HR,https://api.congress.gov/v3/bill/100/hr/3989?format=json
I000024,100,1987-10-13,1988-06-06,Executive Comment Received From Commerce.,3475,{'name': 'Foreign Trade and International Finance'},"A bill to suspend until January 1, 1991, the duty on acetophenone.",HR,https://api.congress.gov/v3/bill/100/hr/3475?format=json
I000024,100,1987-09-30,1987-10-05,Referred to Subcommittee on Trade.,3370,{'name': 'Foreign Trade and International Finance'},Iranian Trade Embargo Act,HR,https://api.congress.gov/v3/bill/100/hr/3370?format=json
I000024,100,1987-05-21,1987-05-26,Referred to Subcommittee on Monopolies and Commercial Law.,2501,{'name': 'Finance and Financial Sector'},Depositor Protection Act of 1987,HR,https://api.congress.gov/v3/bill/100/hr/2501?format=json
I000024,100,1988-09-16,1988-09-16,Referred to House Committee on Post Office and Civil Service.,658,{'name': 'Commemorations'},"A joint resolution designating the week of January 15-21, 1989, as ""National Jaycee Week"".",HJRES,https://api.congress.gov/v3/bill/100/hjres/658?format=json
I000024,100,1988-07-14,1988-07-21,Referred to Subcommittee on Census and Population.,614,{'name': 'Commemorations'},"A joint resolution designating the week beginning March 19, 1989, as ""National Merit Shop Pride and Productivity Week"".",HJRES,https://api.congress.gov/v3/bill/100/hjres/614?format=json
I000024,100,1987-11-20,1987-12-03,Referred to Subcommittee on Census and Population.,407,{'name': 'Commemorations'},"A joint resolution designating the week of January 17-23, 1988, as ""National Jaycee Week"".",HJRES,https://api.congress.gov/v3/bill/100/hjres/407?format=json
I000024,100,1987-05-27,1987-06-01,Referred to Subcommittee on Census and Population.,293,{'name': 'Commemorations'},"A joint resolution designating August 29, 1988, as ""National China-Burma-India Veterans Appreciation Day"".",HJRES,https://api.congress.gov/v3/bill/100/hjres/293?format=json
I000024,100,1987-12-02,1987-12-04,Referred to Subcommittee on Legislation and National Security.,319,{'name': 'Economics and Public Finance'},A resolution to urge significant deficit reduction by enacting at a minimum and across-the-board freeze on all Federal spending.,HRES,https://api.congress.gov/v3/bill/100/hres/319?format=json
I000024,100,1988-09-22,1988-10-06,Referred to Subcommittee on Aviation.,370,{'name': 'Transportation and Public Works'},A concurrent resolution expressing the sense of Congress on the need to develop a national aviation policy.,HCONRES,https://api.congress.gov/v3/bill/100/hconres/370?format=json
I000024,101,1990-09-12,1990-10-01,"Referred to the Subcommittee on International Development, Finance, Trade, and Monetary Policy.",5597,{'name': 'International Affairs'},Aid for Trade Act of 1990,HR,https://api.congress.gov/v3/bill/101/hr/5597?format=json
I000024,101,1990-06-06,1990-06-11,Referred to the Subcommittee on Military Personnel and Compensation.,4976,{'name': 'Armed Forces and National Security'},To authorize the President to award the Medal of Honor posthumously to Ruben Rivers.,HR,https://api.congress.gov/v3/bill/101/hr/4976?format=json
I000024,101,1990-05-24,1990-06-07,Referred to the Subcommittee on Aviation.,4930,{'name': 'Economics and Public Finance'},Airport and Airway Trust Fund Protection Act of 1990,HR,https://api.congress.gov/v3/bill/101/hr/4930?format=json
I000024,101,1989-08-03,1989-08-17,"Referred to the Subcommittee on Immigration, Refugees, and International Law.",3135,{'name': 'Private Legislation'},For the relief of Mohammud Jafer Damavandi and Afsanef Naghavi.,HR,https://api.congress.gov/v3/bill/101/hr/3135?format=json
I000024,101,1989-05-18,1989-07-13,Subcommittee Hearings Held.,2417,{'name': 'Transportation and Public Works'},Pipeline-Hazardous Waste Anti-Dumping Act of 1989,HR,https://api.congress.gov/v3/bill/101/hr/2417?format=json
I000024,101,1989-02-09,1989-03-27,Referred to the Subcommittee on Economic and Commercial Law.,946,{'name': 'Finance and Financial Sector'},Depositor Protection Act of 1989,HR,https://api.congress.gov/v3/bill/101/hr/946?format=json
I000024,101,1990-01-30,1990-02-20,Referred to the Subcommittee on Census and Population.,465,{'name': 'Agriculture and Food'},To provide for the designation of chili as the official food of the United States of America.,HJRES,https://api.congress.gov/v3/bill/101/hjres/465?format=json
I000024,102,1991-06-26,1991-06-26,On agreeing to the Inhofe amendment (A004) Agreed to by voice vote. ,,{},,,https://api.congress.gov/v3/amendment/102/hamdt/225?format=json
I000024,102,1991-11-22,1991-11-25,Referred to the Subcommittee on Human Resources.,3869,{'name': 'Labor and Employment'},Emergency Unemployment Benefits Equity Act of 1991,HR,https://api.congress.gov/v3/bill/102/hr/3869?format=json
I000024,102,1991-08-02,1992-07-31,Received in the Senate and read twice and referred to the Committee on Commerce.,3243,{'name': 'Transportation and Public Works'},To direct the Administrator of the Federal Aviation Administration to publish routes on flight charts to safely guide pilots operating under visual flight rules through and in close proximity to terminal control areas and airport radar service areas.,HR,https://api.congress.gov/v3/bill/102/hr/3243?format=json
I000024,102,1991-04-30,1992-02-10,Unfavorable Executive Comment Received from Army.,2154,{'name': 'Private Legislation'},For the relief of James E. Carl.,HR,https://api.congress.gov/v3/bill/102/hr/2154?format=json
I000024,102,1991-02-06,1991-06-07,Referred to the Subcommittee on Economic and Commercial Law.,869,{'name': 'Finance and Financial Sector'},To modify the effective date of an amendment relating to title 11 of the United States Code.,HR,https://api.congress.gov/v3/bill/102/hr/869?format=json
I000024,102,1991-09-26,1991-09-30,Referred to the Subcommittee on Census and Population.,337,{'name': 'Agriculture and Food'},Providing for the designation of chili as the official food of the United States.,HJRES,https://api.congress.gov/v3/bill/102/hjres/337?format=json
I000024,103,1994-07-22,1994-07-22,Referred to the House Committee on Rules.,4815,{'name': 'Congress'},Congressional Fiscal Responsibility Act of 1994,HR,https://api.congress.gov/v3/bill/103/hr/4815?format=json
I000024,103,1993-03-18,1993-09-28,Motion to reconsider laid on the table Agreed to without objection.,134,{'name': 'Congress'},Amending the Rules of the House of Representatives to cause the publication of Members signing a discharge motion.,HRES,https://api.congress.gov/v3/bill/103/hres/134?format=json
I000024,104,1996-09-11,1996-09-11,Amendment SP 5250 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/104/samdt/5250?format=json
I000024,104,1996-09-11,,,,{},,,https://api.congress.gov/v3/amendment/104/samdt/5247?format=json
I000024,104,1996-07-22,1996-07-22,Amendment SP 4982 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/104/samdt/4982?format=json
I000024,104,1996-07-17,,,,{},,,https://api.congress.gov/v3/amendment/104/samdt/4849?format=json
I000024,104,1996-07-17,,,,{},,,https://api.congress.gov/v3/amendment/104/samdt/4848?format=json
I000024,104,1995-09-22,1995-09-22,Amendment SP 2771 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/104/samdt/2771?format=json
I000024,104,1995-07-31,,,,{},,,https://api.congress.gov/v3/amendment/104/samdt/1932?format=json
I000024,104,1995-06-20,1995-06-20,Amendment SP 1432 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/104/samdt/1432?format=json
I000024,104,1996-09-25,1996-09-25,Read twice and referred to the Committee on Commerce.,2129,{'name': 'Transportation and Public Works'},"A bill to provide for the immediate application of certain orders relating to the amendment, modification, suspension, or revocation of certificates under chapter 447 of title 49, United States Code.",S,https://api.congress.gov/v3/bill/104/s/2129?format=json
I000024,104,1996-06-19,1996-06-19,Read twice and referred to the Committee on Judiciary.,1885,{'name': 'Commerce'},Prosthetic Limb Access Act of 1996,S,https://api.congress.gov/v3/bill/104/s/1885?format=json
I000024,104,1996-06-13,1996-09-20,"Referred to the Subcommittee on Early Childhood, Youth and Families.",1873,{'name': 'Environmental Protection'},National Environmental Education Amendments Act of 1996,S,https://api.congress.gov/v3/bill/104/s/1873?format=json
I000024,104,1996-06-05,1996-06-05,Read twice and referred to the Committee on Environment and Public Works.,1843,{'name': 'Transportation and Public Works'},"A bill to provide for the allocation of funds from the Mass Transit Account of the Highway Trust Fund, and for other purposes.",S,https://api.congress.gov/v3/bill/104/s/1843?format=json
I000024,104,1996-05-17,1996-05-17,Read twice and referred to the Committee on Governmental Affairs.,1776,{'name': 'Government Operations and Politics'},"A bill to amend title 5, United States Code, to impose certain limitations relating to participation by a Member of Congress in the Civil Service Retirement System or the Federal Employees' Retirement System.",S,https://api.congress.gov/v3/bill/104/s/1776?format=json
I000024,104,1995-06-15,1995-09-18,Sponsor introductory remarks on measure. (CR S13707-13708),928,{'name': 'Transportation and Public Works'},Federal Aviation Administration Reform Act of 1995,S,https://api.congress.gov/v3/bill/104/s/928?format=json
I000024,104,1995-02-16,1995-02-16,Read twice and referred to the Committee on Finance.,447,{'name': 'Taxation'},Domestic Oil and Gas Production Tax Incentive Act,S,https://api.congress.gov/v3/bill/104/s/447?format=json
I000024,104,1996-02-29,1996-02-29,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote. (consideration: CR S1474-1475)",230,{'name': 'Armed Forces and National Security'},A resolution to urge the President to announce at the earliest opportunity the results of the Senior Army Decorations Board which reviewed certain cases of gallantry and heroism by black Americans during World War II.,SRES,https://api.congress.gov/v3/bill/104/sres/230?format=json
I000024,105,1998-09-23,1998-09-24,Amendment SP 3260 not agreed to in Senate by Yea-Nay Vote. 46-51. Record Vote No: 286. ,,{},,,https://api.congress.gov/v3/amendment/105/samdt/3620?format=json
I000024,105,1998-07-29,1998-09-02,Amendment SP 3366 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/105/samdt/3366?format=json
I000024,105,1998-07-22,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/3259?format=json
I000024,105,1998-06-24,1998-06-25,Amendment SP 2981 agreed to in Senate by Yea-Nay Vote. 48-45. Record Vote No: 174. ,,{},,,https://api.congress.gov/v3/amendment/105/samdt/2981?format=json
I000024,105,1998-05-14,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/2404?format=json
I000024,105,1998-05-22,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/2445?format=json
I000024,105,1998-05-14,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/2403?format=json
I000024,105,1998-04-30,1998-04-30,Proposed amendment SP 2325 withdrawn in Senate. ,,{},,,https://api.congress.gov/v3/amendment/105/samdt/2325?format=json
I000024,105,1998-03-09,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/1764?format=json
I000024,105,1998-03-04,1998-03-04,Amendment SP 1687 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/105/samdt/1687?format=json
I000024,105,1998-03-09,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/1765?format=json
I000024,105,1998-03-03,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/1683?format=json
I000024,105,1998-03-05,1998-03-05,Amendment SP 1705 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/105/samdt/1705?format=json
I000024,105,1997-11-06,1997-11-07,The previous passage of the Inhofe amendment (SP1602) was vitiated by Unanimous Consent. ,,{},,,https://api.congress.gov/v3/amendment/105/samdt/1602?format=json
I000024,105,1997-09-03,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/1064?format=json
I000024,105,1997-09-08,1997-09-08,Amendment SP 1105 agreed to in Senate by Voice Vote. ,,{},,,https://api.congress.gov/v3/amendment/105/samdt/1105?format=json
I000024,105,1997-09-03,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/1063?format=json
I000024,105,1997-07-08,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/756?format=json
I000024,105,1997-07-08,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/755?format=json
I000024,105,1997-07-08,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/757?format=json
I000024,105,1997-07-08,,,,{},,,https://api.congress.gov/v3/amendment/105/samdt/754?format=json
I000024,105,1997-06-20,1997-07-11,Proposed amendment SP 423 withdrawn in Senate. ,,{},,,https://api.congress.gov/v3/amendment/105/samdt/423?format=json
I000024,105,1997-05-21,1997-05-22,Motion to table SP 301 agreed to in Senate by Yea-Nay Vote. 52-47. Record Vote No: 85. ,,{},,,https://api.congress.gov/v3/amendment/105/samdt/301?format=json
I000024,105,1998-07-27,1998-08-25,Placed on Senate Legislative Calendar under General Orders. Calendar No. 524.,2359,{'name': 'Environmental Protection'},National Environmental Education Amendments Act of 1998,S,https://api.congress.gov/v3/bill/105/s/2359?format=json
I000024,105,1998-07-27,1998-09-11,Placed on Senate Legislative Calendar under General Orders. Calendar No. 569.,2361,{'name': 'Emergency Management'},Disaster Mitigation Act of 1998,S,https://api.congress.gov/v3/bill/105/s/2361?format=json
I000024,105,1997-10-22,1997-10-22,Read twice and referred to the Committee on Armed Services.,1306,{'name': 'Armed Forces and National Security'},"A bill to prohibit the conveyance of real property at Long Beach Naval Station, California, to China Ocean Shipping Company.",S,https://api.congress.gov/v3/bill/105/s/1306?format=json
I000024,105,1997-07-29,1997-10-22,"Subcommittee on Air, Wetlands, Property, & Nuclear. Hearings held. Hearings printed: S.Hrg. 105-355.",1084,{'name': 'Environmental Protection'},Ozone and Particulate Matter Research Act of 1997,S,https://api.congress.gov/v3/bill/105/s/1084?format=json
I000024,105,1997-06-09,1997-10-03,Indefinitely postponed by Senate by Unanimous Consent. (consideration: CR S10338),861,{'name': 'Government Operations and Politics'},A bill to amend the Federal Property and Administrative Services Act of 1949 to authorize donation of Federal law enforcement canines that are no longer needed for official purposes to individuals with experience handling canines in the performance of law enforcement duties.,S,https://api.congress.gov/v3/bill/105/s/861?format=json
I000024,105,1997-06-05,1997-06-05,Read twice and referred to the Committee on Commerce.,842,{'name': 'Transportation and Public Works'},"A bill to provide for the immediate application of certain orders relating to the amendment, modification, suspension, or revocation of certificates under chapter 447 of title 49, United States Code.",S,https://api.congress.gov/v3/bill/105/s/842?format=json
I000024,105,1997-04-10,1997-04-10,Read twice and referred to the Committee on Banking.,556,{'name': 'Transportation and Public Works'},"A bill to provide for the allocation of funds from the Mass Transit Account of the Highway Trust Fund, and for other purposes.",S,https://api.congress.gov/v3/bill/105/s/556?format=json
I000024,105,1998-06-04,1998-10-13,"Referred to Subcommittee on Constitution, Federalism, Property.",48,"{'name': 'Civil Rights and Liberties, Minority Issues'}",A bill proposing an amendment to the Constitution of the United States restoring religious freedom.,SJRES,https://api.congress.gov/v3/bill/105/sjres/48?format=json
I000024,105,1998-10-08,1998-10-08,Referred to the Committee on Foreign Relations.,125,{'name': 'International Affairs'},"A concurrent resolution expressing the opposition of Congress to any deployment of United States ground forces in Kosovo, a province in southern Serbia, for peacemaking or peacekeeping purposes.",SCONRES,https://api.congress.gov/v3/bill/105/sconres/125?format=json
J000298,118,2024-07-30,2024-07-30,Referred to the House Committee on Education and the Workforce.,9209,{'name': None},Workforce Opportunities for Communities in Recovery Act,HR,https://api.congress.gov/v3/bill/118/hr/9209?format=json
J000298,118,2024-07-25,2024-07-25,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Financial Services, Ways and Means, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",9156,{'name': None},"To amend the Public Health Service Act to require the Secretary of Health and Human Services to enforce certain requirements with respect to for-profit corporations that own health care systems, and for other purposes.",HR,https://api.congress.gov/v3/bill/118/hr/9156?format=json
J000298,118,2024-06-27,2024-06-27,On agreeing to the Jayapal amendment (A009) Failed by recorded vote: 161 - 251 (Roll no. 325).,,{},,,https://api.congress.gov/v3/amendment/118/hamdt/1075?format=json
J000298,118,2024-06-25,2024-06-25,Referred to the House Committee on Natural Resources.,1318,"{'name': 'Arts, Culture, Religion'}","Recognizing the Museum of Pop Culture in Seattle, Washington, as the ""National Museum of Pop Culture"".",HRES,https://api.congress.gov/v3/bill/118/hres/1318?format=json
J000298,118,2024-06-13,2024-06-13,"Referred to the Committee on Education and the Workforce, and in addition to the Committees on House Administration, Energy and Commerce, Ways and Means, Oversight and Accountability, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8732,{'name': 'Labor and Employment'},Domestic Workers Bill of Rights Act,HR,https://api.congress.gov/v3/bill/118/hr/8732?format=json
J000298,118,2024-05-23,2024-05-23,Referred to the Subcommittee on Border Security and Enforcement.,8536,{'name': 'Immigration'},PROKID Act,HR,https://api.congress.gov/v3/bill/118/hr/8536?format=json
