bioguideid,congress,introduceddate,actiondate,text,number,policyArea name,title,type,url
l000506,96,1980-11-12,1980-11-12,Referred to House Committee on Interior and Insular Affairs.,8321,,"A bill to provide for a study of the suitability and feasibility of designating the Vietnam Veterans Chapel, Eagle Nest, New Mexico, as a national memorial to the Vietnam veterans.",HR,https://api.congress.gov/v3/bill/96/hr/8321?format=json
l000506,96,1980-10-02,1980-12-19,Public Law 96-550.,8298,,New Mexico Wilderness Act of 1980,HR,https://api.congress.gov/v3/bill/96/hr/8298?format=json
l000506,96,1980-08-27,1980-08-27,Referred to House Committee on Interior and Insular Affairs.,8045,,"A bill to authorize and direct the Secretary of the Interior to reinstate oil and gas leases Idaho 016790, Idaho 016791, Idaho 016792, Idaho 016793, Idaho 016813 and Idaho 017371.",HR,https://api.congress.gov/v3/bill/96/hr/8045?format=json
l000506,96,1980-06-25,1980-06-25,Referred to House Committee on Foreign Affairs.,7662,,A bill to establish certain fines to be imposed on any foreign government which holds hostage any citizen or employee of the United States.,HR,https://api.congress.gov/v3/bill/96/hr/7662?format=json
l000506,96,1980-05-21,1980-05-21,Referred to House Committee on House Administration.,7416,,"A bill to provide funds for the operation and maintenance of the Vietnam Veterans Peace and Brotherhood Chapel near Eagles Nest, New Mexico.",HR,https://api.congress.gov/v3/bill/96/hr/7416?format=json
l000506,96,1980-04-23,1980-04-23,Referred to House Committee on Interior and Insular Affairs.,7146,,A bill to establish a program for the leasing of Federal lands to certain non-Federal governmental units for use as shooting ranges.,HR,https://api.congress.gov/v3/bill/96/hr/7146?format=json
l000506,96,1980-04-01,1980-04-01,Referred to House Committee on Interior and Insular Affairs.,6992,,"A bill to amend the Atomic Energy Act of 1954, as amended, by establishing a Uranium Enrichment Fund within the Department of Energy, and for other purposes.",HR,https://api.congress.gov/v3/bill/96/hr/6992?format=json
l000506,96,1980-03-11,1980-03-11,Referred to House Committee on Interior and Insular Affairs.,6773,,"A bill to authorize the establishment of the Georgia O'Keeffe National Historic Site, and for other purposes.",HR,https://api.congress.gov/v3/bill/96/hr/6773?format=json
l000506,96,1980-03-05,1980-03-05,Referred to House Committee on Interior and Insular Affairs.,6720,,A bill to quiet title of property in Albert and Eulia Rodriquez.,HR,https://api.congress.gov/v3/bill/96/hr/6720?format=json
l000506,96,1979-12-20,1979-12-20,Referred to House Committee on Interstate and Foreign Commerce.,6212,,"A bill to amend the Atomic Energy Act of 1954 to require each State to provide for the disposal of low-level radioactive waste generated within that State, to authorize States to enter into agreements or compacts with other States for the establishment of regional disposal sites for low-level radioactive waste, and to provide financial assistance to the States in which such sites are located, and for other purposes.",HR,https://api.congress.gov/v3/bill/96/hr/6212?format=json
l000506,96,1979-12-20,1980-12-12,Public Law 96-521.,6211,,A bill to authorize the Secretary of the Interior to issue certain patents under the Color of Title Act.,HR,https://api.congress.gov/v3/bill/96/hr/6211?format=json
l000506,96,1979-12-18,1979-12-18,Referred to House Committee on Education and Labor.,6170,,A bill to amend the Higher Education Act of 1965 to authorize the garnishment of wages of Federal employees for the collection of student loans.,HR,https://api.congress.gov/v3/bill/96/hr/6170?format=json
l000506,96,1979-11-27,1979-11-27,Referred to House Committee on Interior and Insular Affairs.,5962,,"A bill to establish the Salinas National Monument in the State of New Mexico, and for other purposes.",HR,https://api.congress.gov/v3/bill/96/hr/5962?format=json
l000506,96,1979-11-27,1979-11-27,Referred to House Committee on Interior and Insular Affairs.,5963,,San Joaquin del Canon del Rio de Chama Grant Commission Act,HR,https://api.congress.gov/v3/bill/96/hr/5963?format=json
l000506,96,1979-11-07,1979-11-07,Referred to House Committee on the Judiciary.,5830,,"A bill for the relief of Ken Schultz Buick/GMC, Inc.",HR,https://api.congress.gov/v3/bill/96/hr/5830?format=json
l000506,96,1979-10-16,1979-10-16,Referred to House Committee on Public Works and Transportation.,5603,,A bill to change the name of the Los Esteros Dam (New Mexico) to the Santa Rosa Dam.,HR,https://api.congress.gov/v3/bill/96/hr/5603?format=json
l000506,96,1979-09-12,1980-06-28,Public Law 96-292.,5259,,"An act to name a certain Federal building in Santa Fe, New Mexico, the ""Joseph M. Montoya Federal Building and U.S. Courthouse"".",HR,https://api.congress.gov/v3/bill/96/hr/5259?format=json
l000506,96,1979-09-05,1979-09-05,Referred to House Committee on Science and Technology.,5186,,Energy Development and Demonstration Corporation Act,HR,https://api.congress.gov/v3/bill/96/hr/5186?format=json
l000506,96,1979-09-05,1979-09-05,Referred to House Committee on Ways and Means.,5185,,A bill to amend the Internal Revenue Code of 1954 to increase the amount of certain employees' death benefits which may be excluded from gross income.,HR,https://api.congress.gov/v3/bill/96/hr/5185?format=json
l000506,96,1979-07-24,1979-07-24,Referred to House Committee on Interstate and Foreign Commerce.,4936,,Priority Energy Project Act of 1979,HR,https://api.congress.gov/v3/bill/96/hr/4936?format=json
l000506,96,1979-06-15,1979-06-15,Referred to House Committee on the Judiciary.,4501,,"A bill for the relief of the lessee and sublessees of land which was the subject of a lease disapproved by the United States, and for the relief of certain suppliers of materials or labor for improvements on such land.",HR,https://api.congress.gov/v3/bill/96/hr/4501?format=json
l000506,96,1979-06-06,1979-06-06,Referred to House Committee on Ways and Means.,4346,,Tuition Advance Fund Act,HR,https://api.congress.gov/v3/bill/96/hr/4346?format=json
l000506,96,1979-06-05,1979-06-05,Referred to House Committee on Ways and Means.,4323,,New Energy Source Tax Incentive Act of 1979,HR,https://api.congress.gov/v3/bill/96/hr/4323?format=json
l000506,96,1979-06-05,1979-06-05,Referred to House Committee on Ways and Means.,4322,,A bill to amend the Internal Revenue Code of 1954 to allow the deduction for depletion to the purchaser of the waste or residue of uranium mining or of the rights to extract ores or minerals from such waste or residue.,HR,https://api.congress.gov/v3/bill/96/hr/4322?format=json
l000506,96,1979-06-05,1979-06-05,Referred to House Committee on Agriculture.,4324,,A bill to provide for the availability of timber and other forest products in wilderness areas to individuals exclusively for use as firewood in their personal residences.,HR,https://api.congress.gov/v3/bill/96/hr/4324?format=json
l000506,96,1979-05-03,1980-05-23,Public Law 96-248.,3928,,"A bill to amend the Act of November 8, 1978 (92 Stat. 3095) to designate certain Cibola National Forest lands as additions to the Sandia Mountain Wilderness, New Mexico.",HR,https://api.congress.gov/v3/bill/96/hr/3928?format=json
l000506,96,1979-03-27,1979-03-27,Referred to House Committee on Ways and Means.,3251,,"A bill to amend the Internal Revenue Code of 1954 to increase the unified estate tax credit so that estates under $1,000,000, will not be subject to estate tax, and to make a similar increase in the unified gift tax credit.",HR,https://api.congress.gov/v3/bill/96/hr/3251?format=json
l000506,96,1979-03-22,1979-03-22,Referred to House Committee on Ways and Means.,3192,,A bill to amend the Internal Revenue Code of 1954 to exclude life insurance proceeds from the gross estate for purposes of the Federal estate tax.,HR,https://api.congress.gov/v3/bill/96/hr/3192?format=json
l000506,96,1979-03-22,1979-03-22,Referred to House Committee on Ways and Means.,3191,,"A bill to exclude from gross income the first $1,000 of interest received from savings account deposits in home lending institutions.",HR,https://api.congress.gov/v3/bill/96/hr/3191?format=json
l000506,96,1979-03-08,1979-03-08,Referred to House Committee on Post Office and Civil Service.,2756,,"A bill to credit certain service performed by National Guard technicians prior to January 1, 1969, as Federal employment for the purpose of civil service retirement benefits.",HR,https://api.congress.gov/v3/bill/96/hr/2756?format=json
l000506,96,1979-02-26,1979-02-26,Referred to House Committee on the Judiciary.,2438,,A bill for the relief of Julio Antonio Morales-Flores.,HR,https://api.congress.gov/v3/bill/96/hr/2438?format=json
l000506,96,1979-02-26,1979-02-26,Referred to House Committee on Public Works and Transportation.,2397,,"A bill to amend section 154 of title 23, United States Code, to authorize a speed limit of seventy miles an hour in certain States.",HR,https://api.congress.gov/v3/bill/96/hr/2397?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on the Judiciary.,1763,,"A bill for the relief of Los Alamos Developers, Inc.",HR,https://api.congress.gov/v3/bill/96/hr/1763?format=json
l000506,96,1979-01-31,1980-11-26,Private Law 96-65.,1762,,"A bill to convey all interests of the United States in certain real property in Sandoval County, New Mexico, to Walter Hernandez.",HR,https://api.congress.gov/v3/bill/96/hr/1762?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on the Judiciary.,1765,,A bill for the relief of Sammy H. Marr.,HR,https://api.congress.gov/v3/bill/96/hr/1765?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on the Judiciary.,1764,,A bill for the relief of the heirs of Demetrio Madrid.,HR,https://api.congress.gov/v3/bill/96/hr/1764?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Ways and Means.,1703,,A bill to amend the Internal Revenue Code of 1954 to repeal the estate and gift taxes and the tax on generation-skipping transfers.,HR,https://api.congress.gov/v3/bill/96/hr/1703?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Ways and Means.,1707,,Alcohol Fuel Encouragement Act of 1979,HR,https://api.congress.gov/v3/bill/96/hr/1707?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Public Works and Transportation.,1709,,"A bill to prohibit the excessing of cabin sites and removal of cabins located at Conchas Lake, New Mexico prior to 1996 without State approval.",HR,https://api.congress.gov/v3/bill/96/hr/1709?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Ways and Means.,1705,,"A bill to amend the Internal Revenue Code of 1954 to disregard, in the valuation for estate tax purposes of certain items created by the decedent during his life, any amount which would not have been capital gain if such item had been sold by the decedent at its fair market value.",HR,https://api.congress.gov/v3/bill/96/hr/1705?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Interstate and Foreign Commerce.,1706,,"A bill to amend the Act of October 31, 1949 (63 Stat. 1049), to change the authority of the Surgeon General to make certain payments to Bernalillo County, New Mexico, for furnishing hospital care to certain Indians.",HR,https://api.congress.gov/v3/bill/96/hr/1706?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Interstate and Foreign Commerce.,1708,,A bill to amend part B of title XI of the Social Security Act to assure appropriate participation by optometrists in the peer review and related activities authorized under such part.,HR,https://api.congress.gov/v3/bill/96/hr/1708?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Ways and Means.,1704,,Tuition Tax Credit Act of 1979,HR,https://api.congress.gov/v3/bill/96/hr/1704?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on the Judiciary.,1693,,Soft Drink Interbrand Competition Act,HR,https://api.congress.gov/v3/bill/96/hr/1693?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Rules.,1696,,"A bill to amend the Congressional Budget Act of 1974 to establish in the Congress a zero-base budgeting process, with full congressional review of each Federal program at least once every six years.",HR,https://api.congress.gov/v3/bill/96/hr/1696?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Post Office and Civil Service.,1694,,A bill to amend title 5 of the United States Code to extend to 60 days the number of days of annual leave which may be accumulated by employees who have completed 25 years or more of service.,HR,https://api.congress.gov/v3/bill/96/hr/1694?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Ways and Means.,1698,,"A bill to amend the Internal Revenue Code of 1954 to eliminate the adjusted gross income limitation on the credit for the elderly, to increase the amount of such credit, and for other purposes.",HR,https://api.congress.gov/v3/bill/96/hr/1698?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Ways and Means.,1702,,A bill to amend title II of the Social Security Act so as to remove the limitation upon the amount of outside income which an individual may earn while receiving benefits thereunder.,HR,https://api.congress.gov/v3/bill/96/hr/1702?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Ways and Means.,1699,,A bill to amend the Internal Revenue Code of 1954 to allow a deduction from gross income for certain social security taxes.,HR,https://api.congress.gov/v3/bill/96/hr/1699?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on the Judiciary.,1692,,"A bill to incorporate the American Ex-Prisoners of War, Incorporated.",HR,https://api.congress.gov/v3/bill/96/hr/1692?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Post Office and Civil Service.,1695,,"A bill to provide that members of all commissions, councils, and similar bodies in the executive branch of the Government appointed from private life shall serve without any remuneration for their services other than travel, subsistence, and other necessary expenses.",HR,https://api.congress.gov/v3/bill/96/hr/1695?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Ways and Means.,1701,,Higher Education Funding Act of 1979,HR,https://api.congress.gov/v3/bill/96/hr/1701?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Ways and Means.,1697,,A bill to reduce unemployment by providing that unemployment insurance funds may be used pursuant to State laws establishing programs for payments to employers who hire the unemployed.,HR,https://api.congress.gov/v3/bill/96/hr/1697?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Interior and Insular Affairs.,1688,,"A bill to authorize the Secretary of the Interior to construct hydroelectric powerplants and various existing water projects, and for other purposes.",HR,https://api.congress.gov/v3/bill/96/hr/1688?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Armed Services.,1685,,"A bill to amend title 10, United States Code, to raise the mandatory retirement age for members of the Army, Navy, Air Force, and Marine Corps to age 65.",HR,https://api.congress.gov/v3/bill/96/hr/1685?format=json
l000506,96,1979-01-31,1979-01-31,"Referred to House Committee on Banking, Finance and Urban Affairs.",1687,,"A bill to authorize the President of the United States to present, on behalf of the Congress, a specially struck gold medal to Ben Abruzzo, Maxie Anderson, and Larry Newman.",HR,https://api.congress.gov/v3/bill/96/hr/1687?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Interior and Insular Affairs.,1689,,"A bill to increase the amount of privately owned land eligible to receive irrigation water under the Federal reclamation laws, and remove Federal subsidies from water delivered to excess lands, and for other purposes.",HR,https://api.congress.gov/v3/bill/96/hr/1689?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Armed Services.,1686,,"A bill to amend title 10, United States Code, to eliminate mandatory retirement for age for members of the Army, Navy, Air Force, and Marine Corps.",HR,https://api.congress.gov/v3/bill/96/hr/1686?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on Interstate and Foreign Commerce.,1690,,"A bill to amend the Railroad Retirement Act of 1974 with respect to benefits payable to certain individuals who on December 31, 1974, had at least ten years of railroad service and also were fully insured under the Social Security Act.",HR,https://api.congress.gov/v3/bill/96/hr/1690?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on the Judiciary.,1691,,A bill for the relief of the Vermejo Conservancy District.,HR,https://api.congress.gov/v3/bill/96/hr/1691?format=json
l000506,96,1980-08-18,1980-08-18,Referred to House Committee on the Judiciary.,595,,A joint resolution proposing an amendment to the Constitution of the United States to permit the Congress to propose popular referenda as the mode by which the several States may ratify an amendment to the Constitution.,HJRES,https://api.congress.gov/v3/bill/96/hjres/595?format=json
l000506,96,1979-01-31,1979-01-31,Referred to House Committee on the Judiciary.,176,,"A joint resolution proposing an amendment to the Constitution of the United States to provide that appropriations made by the United States shall not exceed its revenues, except in time of war or national emergency.",HJRES,https://api.congress.gov/v3/bill/96/hjres/176?format=json
l000506,96,1980-08-18,1980-08-18,Measure passed House.,761,,A resolution expressing the condolences of the House on the death of Representative Runnels.,HRES,https://api.congress.gov/v3/bill/96/hres/761?format=json
l000506,96,1980-07-02,1980-07-02,Referred to House Committee on Post Office and Civil Service.,740,,A resolution commending Dr. M. Stanley Livingston upon the fiftieth anniversary of his original work in the field of cyclic acceleration.,HRES,https://api.congress.gov/v3/bill/96/hres/740?format=json
l000506,96,1979-03-08,1979-03-08,Referred to House Committee on Interstate and Foreign Commerce.,152,,A resolution disapproving the final recommendations for the restructuring of the Southwest Limited Amtrak route as submitted by the Secretary of Transportation.,HRES,https://api.congress.gov/v3/bill/96/hres/152?format=json
l000506,96,1980-06-19,1980-06-19,Referred to House Committee on Post Office and Civil Service.,371,,"A concurrent resolution recognizing the period of August 9 through 21, 1980, as a time of commemoration of the tricentennial of the Pueblo revolt of 1680.",HCONRES,https://api.congress.gov/v3/bill/96/hconres/371?format=json
l000506,93,1974-09-23,1974-09-23,Referred to House Committee on Interstate and Foreign Commerce.,16796,,National Huntington's Disease Control Act,HR,https://api.congress.gov/v3/bill/93/hr/16796?format=json
l000506,93,1974-09-23,1974-09-23,Referred to House Committee on Public Works.,16797,,"A bill to designate the new Federal building in Albuquerque, N. Mex., as the ""Senator Dennis Chavez Federal Building"".",HR,https://api.congress.gov/v3/bill/93/hr/16797?format=json
l000506,93,1974-08-01,1974-08-01,Referred to House Committee on Interior and Insular Affairs.,16218,,"A bill to repeal the act of May 10, 1926 (44 Stat. 498), relating to the condemnation of certain lands of the Pueblo Indians in the State of New Mexico.",HR,https://api.congress.gov/v3/bill/93/hr/16218?format=json
l000506,93,1974-06-05,1974-06-05,Referred to House Committee on Public Works.,15216,,A bill to amend the Public Works and Economic Development Act of 1965 for the purpose of assisting local economies in regions of persistent economic underdevelopment by enabling the Federal co-chairmen of designated regional commissions to acquire Federal excess personal property and to dispose of such property to certain recipients.,HR,https://api.congress.gov/v3/bill/93/hr/15216?format=json
l000506,93,1974-05-30,1974-05-30,Referred to House Committee on Ways and Means.,15104,,A bill to amend the Internal Revenue Code of 1954 to allow a deduction from gross income for certain social security taxes.,HR,https://api.congress.gov/v3/bill/93/hr/15104?format=json
l000506,93,1974-06-04,1974-06-04,Referred to House Committee on Post Office and Civil Service.,15175,,"A bill to amend title 5, United States Code, with respect to the retirement of certain law enforcement and firefighter personnel, and for other purposes.",HR,https://api.congress.gov/v3/bill/93/hr/15175?format=json
l000506,93,1974-05-30,1974-05-30,Referred to House Committee on Ways and Means.,15101,,A bill to amend the Internal Revenue Code of 1954 to allow a deduction for expenses incurred by a taxpayer in making repairs and improvements to his residence.,HR,https://api.congress.gov/v3/bill/93/hr/15101?format=json
l000506,93,1974-05-30,1974-05-30,Referred to House Committee on Ways and Means.,15102,,A bill to amend the Internal Revenue Code of 1954 to allow a credit against income tax to individuals for certain expenses incurred in providing higher education.,HR,https://api.congress.gov/v3/bill/93/hr/15102?format=json
l000506,93,1974-05-29,1974-05-29,Referred to House Committee on Ways and Means.,15048,,"A bill to amend part B of title XI of the Social Security Act to provide a more effective administration of Professional Standards Review of health care services, to expand the Professional Standards Review Organization activity to include review of services performed by or in federally operated health care institutions, and to protect the confidentiality of medical records.",HR,https://api.congress.gov/v3/bill/93/hr/15048?format=json
l000506,93,1974-05-23,1974-05-23,Referred to House Committee on the Judiciary.,15004,,Federal Medical Malpractice Act,HR,https://api.congress.gov/v3/bill/93/hr/15004?format=json
l000506,93,1974-05-30,1974-05-30,Referred to House Committee on Ways and Means.,15103,,Higher Education Funding Act,HR,https://api.congress.gov/v3/bill/93/hr/15103?format=json
l000506,93,1974-05-23,1974-05-23,Referred to House Committee on Ways and Means.,15006,,National Family Health Protection Act,HR,https://api.congress.gov/v3/bill/93/hr/15006?format=json
l000506,93,1974-05-23,1974-05-23,Referred to House Committee on Armed Services.,15001,,"A bill to authorize recomputation at age 60 of the retired pay of members and former members of the uniformed services whose retired pay is computed on the basis of pay scales in effect prior to January 1, 1972, and for other purposes.",HR,https://api.congress.gov/v3/bill/93/hr/15001?format=json
l000506,93,1974-05-23,1974-05-23,Referred to House Committee on Interior and Insular Affairs.,15002,,A bill to declare that title to certain lands in the State of New Mexico are held in trust by the United States for the Ramah Band of the Navajo Tribe.,HR,https://api.congress.gov/v3/bill/93/hr/15002?format=json
l000506,93,1974-05-23,1974-05-23,Referred to House Committee on Science and Astronautics.,15005,,National Fire Education and Training Act,HR,https://api.congress.gov/v3/bill/93/hr/15005?format=json
l000506,93,1974-05-23,1974-05-23,Referred to Joint Committee on Atomic Energy.,15007,,"A bill to amend the Atomic Energy Community Act of 1955, as amended, to authorize the transfer of certain property at Los Alamos, N. Mexico.",HR,https://api.congress.gov/v3/bill/93/hr/15007?format=json
l000506,93,1974-05-23,1974-05-23,Referred to House Committee on Interior and Insular Affairs.,15003,,"A bill to quitclaim any interest of the United States in and to certain real property in Sandoval County, N. Mex., to the record owner of such property.",HR,https://api.congress.gov/v3/bill/93/hr/15003?format=json
l000506,93,1974-05-02,1974-05-02,Referred to House Committee on Interstate and Foreign Commerce.,14557,,"Arthritis Prevention, Treatment, and Rehabilitation Act",HR,https://api.congress.gov/v3/bill/93/hr/14557?format=json
l000506,93,1974-04-29,1974-04-29,Referred to House Committee on Interstate and Foreign Commerce.,14452,,"A bill to amend the National Traffic and Motor Vehicle Safety Act of 1966 to prohibit the Secretary of Transportation from imposing certain seatbelt standards, and for other purposes.",HR,https://api.congress.gov/v3/bill/93/hr/14452?format=json
l000506,93,1974-03-25,1974-03-25,Referred to House Committee on Post Office and Civil Service.,13704,,"A bill to amend title 39, United States Code, to authorize the mailing of letter mail, postal cards, and post cards to Members of Congress in their representative capacity by a sender such Member represents at no cost to the sender subject to the availability of appropriations to pay the cost thereof.",HR,https://api.congress.gov/v3/bill/93/hr/13704?format=json
l000506,93,1974-03-25,1974-03-25,Referred to House Committee on Interior and Insular Affairs.,13701,,A bill to include the Escalante trail in the study category of the National Trails System Act.,HR,https://api.congress.gov/v3/bill/93/hr/13701?format=json
l000506,93,1974-03-25,1974-03-25,Referred to House Committee on Interstate and Foreign Commerce.,13702,,A bill to prohibit psychosurgery in federally connected health care facilities.,HR,https://api.congress.gov/v3/bill/93/hr/13702?format=json
l000506,93,1974-03-25,1974-03-25,Referred to House Committee on Post Office and Civil Service.,13703,,"A bill to amend title 39, United States Code, to require that any cancellation mark used by the Postal Service have the name of the post office and the State from which any matter is mailed, the zip code number assigned to such post office, and the date on which the matter is mailed.",HR,https://api.congress.gov/v3/bill/93/hr/13703?format=json
l000506,93,1974-03-13,1974-03-13,Referred to House Committee on Government Operations.,13460,,A bill to amend the Freedom of Information Act to require consent of subject individuals before disclosure of personally identifiable information in certain circumstances.,HR,https://api.congress.gov/v3/bill/93/hr/13460?format=json
l000506,93,1974-03-13,1974-03-13,Referred to House Committee on Banking and Currency.,13459,,Right to Financial Privacy Act,HR,https://api.congress.gov/v3/bill/93/hr/13459?format=json
l000506,93,1974-03-07,1974-03-07,Referred to House Committee on the Judiciary.,13356,,A bill for the relief of Gloria Chavez.,HR,https://api.congress.gov/v3/bill/93/hr/13356?format=json
l000506,93,1974-03-07,1974-03-07,Referred to House Committee on Post Office and Civil Service.,13346,,"A bill to amend title 5, United States Code, with respect to the retirement of certain law enforcement and firefighter personnel, and for other purposes.",HR,https://api.congress.gov/v3/bill/93/hr/13346?format=json
l000506,93,1974-02-19,1974-02-19,Referred to Joint Committee on Atomic Energy.,12881,,A bill to provide for the establishment of a National Museum.,HR,https://api.congress.gov/v3/bill/93/hr/12881?format=json
l000506,93,1974-02-05,1974-02-05,Referred to House Committee on Interstate and Foreign Commerce.,12567,,Interstate Recycling Expansion Act,HR,https://api.congress.gov/v3/bill/93/hr/12567?format=json
l000506,93,1974-01-30,1974-01-30,Referred to House Committee on Interior and Insular Affairs.,12409,,A bill relating to the public lands of the United States.,HR,https://api.congress.gov/v3/bill/93/hr/12409?format=json
l000506,93,1973-12-03,1973-12-03,Referred to House Committee on Interior and Insular Affairs.,11748,,A bill to extend State jurisdiction over certain lessees of Indian Lands.,HR,https://api.congress.gov/v3/bill/93/hr/11748?format=json
l000506,93,1973-11-29,1973-11-29,Referred to House Committee on Interstate and Foreign Commerce.,11670,,"A bill to designate the Miners' Hospital in Raton, N. Mex., a Public Health Service hospital to be known as the ""Miners' Rehabilitation and Medical Hospital"".",HR,https://api.congress.gov/v3/bill/93/hr/11670?format=json
l000506,93,1973-11-26,1973-11-26,Referred to House Committee on Merchant Marine and Fisheries.,11568,,Interim Fisheries Zone Extension and Management Act,HR,https://api.congress.gov/v3/bill/93/hr/11568?format=json
l000506,93,1973-11-26,1973-11-26,Referred to House Committee on Education and Labor.,11567,,Respiratory Disease Benefits Act,HR,https://api.congress.gov/v3/bill/93/hr/11567?format=json
l000506,93,1973-11-07,1973-11-07,Referred to House Committee on Public Works.,11336,,A bill to prohibit without congressional approval expenditures of appropriated funds with respect to private property used as residences by individuals whom the Secret Service is authorized to protect.,HR,https://api.congress.gov/v3/bill/93/hr/11336?format=json
l000506,93,1973-11-07,1973-11-07,Referred to House Committee on House Administration.,11334,,American Folklife Preservation Act,HR,https://api.congress.gov/v3/bill/93/hr/11334?format=json
l000506,93,1973-11-07,1973-11-07,Referred to House Committee on Interstate and Foreign Commerce.,11335,,Foreign Investors Limitation Act,HR,https://api.congress.gov/v3/bill/93/hr/11335?format=json
l000506,93,1973-09-25,1973-09-25,Referred to House Committee on Government Operations.,10495,,"A bill to amend title 5, United States Code, to provide that individuals be apprised of records concerning them which are maintained by Government agencies.",HR,https://api.congress.gov/v3/bill/93/hr/10495?format=json
l000506,93,1973-09-25,1973-09-25,Referred to House Committee on Banking and Currency.,10494,,"A bill to prohibit the export of domestically extracted crude oil, and any petroleum products made from such oil, unless Congress first approves such exportation.",HR,https://api.congress.gov/v3/bill/93/hr/10494?format=json
l000506,93,1973-09-06,1973-09-06,Referred to House Committee on Ways and Means.,10098,,A bill to extend to all unmarried individuals the full tax benefits of income splitting now enjoyed by married individuals filing joint returns.,HR,https://api.congress.gov/v3/bill/93/hr/10098?format=json
l000506,93,1973-08-03,1973-08-03,Referred to House Committee on the Judiciary.,10009,,A bill granting the consent and approval of Congress to the Cumbres and Toltec Scenic Railroad Compact.,HR,https://api.congress.gov/v3/bill/93/hr/10009?format=json
l000506,93,1973-07-26,1973-07-26,Referred to House Committee on Ways and Means.,9613,,A bill to encourage States to establish motor vehicle disposal programs and to provide for federally guaranteed loans and tax incentives for the acquisition of automobile scrap-processing equipment.,HR,https://api.congress.gov/v3/bill/93/hr/9613?format=json
l000506,93,1973-06-18,1973-06-18,Referred to House Committee on Post Office and Civil Service.,8769,,"A bill to provide that members of all commissions, councils, and similar bodies in the executive of the Government appointed from private life shall serve without any remuneration for their services other than travel, subsistence, and other necessary expenses.",HR,https://api.congress.gov/v3/bill/93/hr/8769?format=json
l000506,93,1973-05-31,1973-05-31,Referred to House Committee on Interior and Insular Affairs.,8276,,"A bill relating to lands in the Middle Rio Grande Conservancy District, New Mexico.",HR,https://api.congress.gov/v3/bill/93/hr/8276?format=json
l000506,93,1973-05-30,1973-05-30,Referred to House Committee on the Judiciary.,8263,,A bill to provide for the payment of death benefits in lieu of servicemen's group life insurance benefits to the eligible survivors of certain individuals killed while participating in the Air Force Reserve Officers' Training Corps flight instruction program.,HR,https://api.congress.gov/v3/bill/93/hr/8263?format=json
l000506,93,1973-05-30,1973-05-30,Referred to House Committee on Ways and Means.,8247,,A bill to amend the Internal Revenue Code of 1954 to provide a tax credit for employers who employ members of hard-core unemployed.,HR,https://api.congress.gov/v3/bill/93/hr/8247?format=json
l000506,93,1973-05-22,1973-05-22,Referred to House Committee on the Judiciary.,8061,,A bill for the relief of Norman Yazzie.,HR,https://api.congress.gov/v3/bill/93/hr/8061?format=json
l000506,93,1973-05-10,1973-05-10,Referred to House Committee on Veterans' Affairs.,7759,,A bill to amend title 38 of the United States Code to provide hospital care and medical treatment for certain non service-connected disabilities of former prisoners of war.,HR,https://api.congress.gov/v3/bill/93/hr/7759?format=json
l000506,93,1973-05-10,1973-05-10,Referred to House Committee on Interior and Insular Affairs.,7716,,Navajo-Hopi Settlement Act,HR,https://api.congress.gov/v3/bill/93/hr/7716?format=json
l000506,93,1973-05-09,1973-05-09,Referred to House Committee on Interstate and Foreign Commerce.,7650,,Food Supplement Amendment,HR,https://api.congress.gov/v3/bill/93/hr/7650?format=json
l000506,93,1973-05-02,1973-05-02,Referred to House Committee on Ways and Means.,7426,,A bill to amend title II of the Social Security Act so as to remove the limitation upon the amount of outside income which an individual may earn while receiving benefits thereunder.,HR,https://api.congress.gov/v3/bill/93/hr/7426?format=json
