bioguideid,congress,introducedDate,actionDate,actionText,billnumber,policyArea,title,billtype,url
G000544,112,2011-11-04,2011-11-07,"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",3383,Transportation and Public Works,Safe Transportation of Hazardous Materials Act of 2011,HR,https://api.congress.gov/v3/bill/112/hr/3383?format=json
G000544,111,2009-12-16,2009-12-17,"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",4370,Transportation and Public Works,Safe Transportation of Hazardous Materials Act of 2009,HR,https://api.congress.gov/v3/bill/111/hr/4370?format=json
G000544,110,2008-05-05,2008-05-06,Referred to the Subcommittee on Energy and Air Quality.,5964,Environmental Protection,"To amend the Clean Air Act to extend the compliance period for persons subject to the renewable fuel mandate in the years 2008, 2009, and 2010.",HR,https://api.congress.gov/v3/bill/110/hr/5964?format=json
G000544,110,2007-05-22,2007-05-23,"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",2422,Transportation and Public Works,To require railroad carriers to prepare and maintain a plan for notifying local emergency responders before transporting hazardous materials through their jurisdictions.,HR,https://api.congress.gov/v3/bill/110/hr/2422?format=json
M000797,107,2002-05-14,2002-05-20,"Referred to the Subcommittee on National Parks, Recreation and Public Lands.",4724,Public Lands and Natural Resources,"To amend the Act entitled ""An Act to establish the Kalaupapa National Historical Park in the State of Hawaii, and for other purposes"", to facilitate the purposes of that Act.",HR,https://api.congress.gov/v3/bill/107/hr/4724?format=json
M000797,107,2002-05-02,2002-05-02,Referred to the House Committee on Resources.,4656,Public Lands and Natural Resources,"To amend the Endangered Species Act of 1973 to establish requirements for the designation of critical habitat in Hawaii, and for other purposes.",HR,https://api.congress.gov/v3/bill/107/hr/4656?format=json
M000797,107,2002-02-13,2002-02-20,Executive Comment Requested from Interior.,3750,Public Lands and Natural Resources,"To direct the Secretary of the Interior to conduct a study regarding the suitability and feasibility of establishing the East Maui National Heritage Area in the Hana district of East Maui in the State of Hawaii, and for other purposes.",HR,https://api.congress.gov/v3/bill/107/hr/3750?format=json
M000797,107,2001-12-05,2001-12-06,Referred to the Subcommittee on Aviation.,3416,Transportation and Public Works,"To amend title 49, United States Code, to permit the hiring as security screening personnel of legal immigrants who have filed for naturalization before September 11, 2001.",HR,https://api.congress.gov/v3/bill/107/hr/3416?format=json
M000797,107,2001-10-11,2001-10-12,Referred to the Subcommittee on Aviation.,3103,Transportation and Public Works,To ensure that individuals scheduled for certain flights are not penalized for canceling or rescheduling such flights.,HR,https://api.congress.gov/v3/bill/107/hr/3103?format=json
M000797,107,2001-09-06,2001-09-07,"Referred to the Subcommittee on National Parks, Recreation and Public Lands.",2864,Public Lands and Natural Resources,To provide for an educational center in Haleakala National Park in Hawaii.,HR,https://api.congress.gov/v3/bill/107/hr/2864?format=json
M000797,107,2001-05-25,2001-05-25,Referred to the House Committee on Appropriations.,2026,Public Lands and Natural Resources,Plant Genetic Conservation Center Act,HR,https://api.congress.gov/v3/bill/107/hr/2026?format=json
M000797,107,2001-05-17,2002-12-16,Became Public Law No: 107-340.,1906,Public Lands and Natural Resources,Pu'uhonua O Honaunau National Historical Park Addition Act of 2002,HR,https://api.congress.gov/v3/bill/107/hr/1906?format=json
M000797,107,2001-03-27,2001-04-02,Referred to the Subcommittee on Farm Commodities and Risk Management.,1249,Agriculture and Food,To ensure that crop losses resulting from plant viruses and other plant diseases are covered by crop insurance and the noninsured crop assistance program and that agricultural producers who suffer such losses are eligible for emergency loans.,HR,https://api.congress.gov/v3/bill/107/hr/1249?format=json
M000797,107,2001-02-13,2001-02-27,Executive Comment Requested from Interior.,591,Public Lands and Natural Resources,"To direct the Secretary of the Interior to study the suitability and feasibility of including certain lands along the southeastern coast of Maui, Hawaii, in the National Park System.",HR,https://api.congress.gov/v3/bill/107/hr/591?format=json
M000797,106,1999-10-28,2000-06-08,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,3176,Public Lands and Natural Resources,"To direct the Secretary of the Interior to conduct a study to determine ways of restoring the natural wetlands conditions in the Kealia Pond National Wildlife Refuge, Hawaii.",HR,https://api.congress.gov/v3/bill/106/hr/3176?format=json
M000797,106,1999-02-09,1999-02-24,Referred to the Subcommittee on Finance and Hazardous Materials.,644,Transportation and Public Works,To establish requirements for the cancellation of automobile insurance policies.,HR,https://api.congress.gov/v3/bill/106/hr/644?format=json
M000797,106,1999-02-02,1999-02-09,Sponsor introductory remarks on measure. (CR E178),482,Public Lands and Natural Resources,"To provide for the regulation of the airspace over National Park System lands in the State of Hawaii by the Federal Aviation Administration and the National Park Service, and for other purposes.",HR,https://api.congress.gov/v3/bill/106/hr/482?format=json
M000797,106,1999-02-02,1999-04-29,Sponsor introductory remarks on measure. (CR E822),481,Emergency Management,"Earthquake, Volcanic Eruption and Hurricane Hazards Insurance Act of 1999",HR,https://api.congress.gov/v3/bill/106/hr/481?format=json
M000797,106,1999-02-02,1999-03-16,Sponsor introductory remarks on measure. (CR H1305),473,Agriculture and Food,To ensure that crop losses resulting from plant viruses and other plant diseases are covered by crop insurance and the noninsured crop assistance program and that agricultural producers who suffer such losses are eligible for emergency loans.,HR,https://api.congress.gov/v3/bill/106/hr/473?format=json
M000797,106,1999-01-19,1999-01-20,Sponsor introductory remarks on measure. (CR E85),398,Public Lands and Natural Resources,Plant Genetic Conservation Appropriations Act for Fiscal Year 2000,HR,https://api.congress.gov/v3/bill/106/hr/398?format=json
S001145,118,2024-03-07,2024-08-30,"Referred to the Subcommittee on Livestock, Dairy, and Poultry.",7588,Agriculture and Food,Agricultural Food Chemical Reassessment Act of 2024,HR,https://api.congress.gov/v3/bill/118/hr/7588?format=json
S001145,118,2023-09-20,2023-09-22,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",5606,Energy,Future Generations Protection Act,HR,https://api.congress.gov/v3/bill/118/hr/5606?format=json
S001145,118,2023-07-20,2023-07-21,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",4811,Environmental Protection,Safe Hydration is an American Right in Energy Development Act of 2023,HR,https://api.congress.gov/v3/bill/118/hr/4811?format=json
S001145,118,2023-07-13,2023-07-14,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",56,Environmental Protection,"Recognizing that the climate crisis disproportionately affects the health, economic opportunity, and fundamental rights of children, expressing the sense of Congress that leadership by the United States is still urgently needed to address the climate crisis, and acknowledging the need of the United States to develop a national, comprehensive, science-based, and just climate recovery plan to phase out fossil fuel emissions, protect and enhance natural carbon sequestration, and put the United States on a path toward stabilizing the climate system.",HCONRES,https://api.congress.gov/v3/bill/118/hconres/56?format=json
S001145,118,2023-06-22,2023-06-23,Referred to the Subcommittee on Highways and Transit.,545,Transportation and Public Works,Expressing the sense of the House of Representatives to reduce traffic fatalities to zero by 2050.,HRES,https://api.congress.gov/v3/bill/118/hres/545?format=json
S001145,118,2023-06-07,2023-06-09,Referred to the Subcommittee on Health.,3927,Agriculture and Food,Food Chemical Reassessment Act of 2023,HR,https://api.congress.gov/v3/bill/118/hr/3927?format=json
S001145,118,2023-05-05,2023-05-12,"Referred to the Subcommittee on Energy, Climate and Grid Security.",3116,Energy,Energy Consumer Protection Act of 2023,HR,https://api.congress.gov/v3/bill/118/hr/3116?format=json
S001145,118,2023-03-03,2023-03-10,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",1367,Water Resources Development,Water System Threat Preparedness and Resilience Act of 2023,HR,https://api.congress.gov/v3/bill/118/hr/1367?format=json
S001145,117,2022-07-28,2022-07-28,Referred to the House Committee on Energy and Commerce.,8578,Energy,Energy Consumer Protection Act of 2022,HR,https://api.congress.gov/v3/bill/117/hr/8578?format=json
S001145,117,2021-12-07,2021-12-17,Referred to the Subcommittee on Energy and Mineral Resources.,6168,Energy,Future Generations Protection Act,HR,https://api.congress.gov/v3/bill/117/hr/6168?format=json
S001145,117,2021-07-26,2021-07-27,Referred to the Subcommittee on Health.,4694,Agriculture and Food,Food Chemical Reassessment Act of 2021,HR,https://api.congress.gov/v3/bill/117/hr/4694?format=json
S001145,117,2021-07-27,2021-07-28,Referred to the Subcommittee on Highways and Transit.,565,Transportation and Public Works,Expressing the sense of the House of Representatives to reduce traffic fatalities to zero by 2050.,HRES,https://api.congress.gov/v3/bill/117/hres/565?format=json
S001145,117,2021-07-26,2021-07-26,Referred to the House Committee on Financial Services.,4695,Housing and Community Development,Eleanor Smith Inclusive Home Design Act of 2021,HR,https://api.congress.gov/v3/bill/117/hr/4695?format=json
S001145,117,2021-05-28,2021-05-31,Referred to the Subcommittee on Consumer Protection and Commerce.,3629,Transportation and Public Works,PARK IT Act,HR,https://api.congress.gov/v3/bill/117/hr/3629?format=json
S001145,117,2021-05-28,2021-05-31,Referred to the Subcommittee on Consumer Protection and Commerce.,3628,Transportation and Public Works,21st Century Smart Cars Act,HR,https://api.congress.gov/v3/bill/117/hr/3628?format=json
S001145,117,2021-04-21,2021-04-22,Referred to the Subcommittee on Environment and Climate Change.,31,Environmental Protection,"Recognizing that the climate crisis is disproportionately affecting the health, economic opportunity, and fundamental rights of children, recognizing the importance of renewed leadership by the United States in addressing the climate crisis, and recognizing the need of the United States to develop a national, comprehensive, and science-based climate recovery plan to phase out fossil fuel emissions, protect and enhance natural sequestration, and put the United States on a path towards stabilizing the climate system.",HCONRES,https://api.congress.gov/v3/bill/117/hconres/31?format=json
S001145,117,2021-03-23,2021-03-24,Referred to the Subcommittee on Environment and Climate Change.,2164,Environmental Protection,Safe Hydration is an American Right in Energy Development Act of 2021,HR,https://api.congress.gov/v3/bill/117/hr/2164?format=json
S001145,116,2020-09-23,2020-09-23,Referred to the House Committee on Energy and Commerce.,119,Environmental Protection,"Recognizing that the climate crisis is disproportionately affecting the health, economic opportunity, and fundamental rights of children; recognizing the importance of renewed leadership by the United States in addressing the climate crisis; and recognizing the need of the United States to develop a national, comprehensive, and science-based climate recovery plan to phase out fossil fuel emissions, protect and enhance natural sequestration, and put the United States on a path towards stabilizing the climate system.",HCONRES,https://api.congress.gov/v3/bill/116/hconres/119?format=json
S001145,116,2020-09-17,2020-09-17,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Natural Resources, and Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",8312,Energy,Future Generations Protection Act,HR,https://api.congress.gov/v3/bill/116/hr/8312?format=json
S001145,116,2020-03-13,2020-03-13,Referred to the House Committee on Energy and Commerce.,6284,Transportation and Public Works,21st Century Smart Cars Act,HR,https://api.congress.gov/v3/bill/116/hr/6284?format=json
S001145,116,2019-07-25,2019-07-25,Referred to the House Committee on Financial Services.,4064,Housing and Community Development,Eleanor Smith Inclusive Home Design Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/4064?format=json
S001145,116,2019-06-28,2019-07-01,Referred to the Subcommittee on Environment and Climate Change.,3604,Environmental Protection,Safe Hydration is an American Right in Energy Development Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/3604?format=json
S001145,116,2019-06-12,2019-06-13,Referred to the Subcommittee on Energy.,3240,Energy,Public Engagement at FERC Act,HR,https://api.congress.gov/v3/bill/116/hr/3240?format=json
S001145,116,2019-06-05,2019-06-06,Referred to the Subcommittee on Consumer Protection and Commerce.,3145,Transportation and Public Works,PARK IT Act,HR,https://api.congress.gov/v3/bill/116/hr/3145?format=json
S001145,113,2014-09-18,2014-09-19,"Referred to the Subcommittee on Commerce, Manufacturing, and Trade.",5654,Transportation and Public Works,Vehicle Safety Improvement Act of 2014,HR,https://api.congress.gov/v3/bill/113/hr/5654?format=json
S001145,113,2013-08-02,2013-08-02,Referred to the Subcommittee on Environment and the Economy.,2983,Environmental Protection,Safe Hydration is an American Right in Energy Development Act of 2013,HR,https://api.congress.gov/v3/bill/113/hr/2983?format=json
S001145,113,2013-06-13,2013-06-13,Referred to the House Committee on Financial Services.,2352,Housing and Community Development,Eleanor Smith Inclusive Home Design Act of 2013,HR,https://api.congress.gov/v3/bill/113/hr/2352?format=json
S001145,113,2013-01-15,2013-01-16,Referred to the Subcommittee on Aviation.,29,Transportation and Public Works,"Urging the Federal Aviation Administration to continue its cooperation with airports across the United States seeking to implement noise mitigation plans, and for other purposes.",HRES,https://api.congress.gov/v3/bill/113/hres/29?format=json
S001145,112,2012-05-16,2012-06-01,"Referred to the Subcommittee on Insurance, Housing and Community Opportunity.",5781,Housing and Community Development,Inclusive Home Design Act of 2012,HR,https://api.congress.gov/v3/bill/112/hr/5781?format=json
S001145,112,2012-11-15,2012-11-16,Referred to the Subcommittee on Aviation.,810,Transportation and Public Works,"Urging the Federal Aviation Administration to continue its cooperation with airports across the United States seeking to implement noise mitigation plans, and for other purposes.",HRES,https://api.congress.gov/v3/bill/112/hres/810?format=json
S001145,112,2012-02-27,2012-04-12,Referred to the Subcommittee on Nutrition and Horticulture .,564,Agriculture and Food,"Recognizing the critical importance of the supplemental nutrition assistance program (SNAP), formerly called the food stamp program.",HRES,https://api.congress.gov/v3/bill/112/hres/564?format=json
S001145,116,2019-02-04,2019-03-01,Referred to the Subcommittee on Livestock and Foreign Agriculture.,961,Agriculture and Food,Safeguard American Food Exports Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/961?format=json
S001145,116,2019-01-30,2019-02-25,Referred to the Subcommittee on Livestock and Foreign Agriculture.,875,Agriculture and Food,Safeguard American Food Exports Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/875?format=json
S001145,115,2018-07-25,2018-07-25,Referred to the House Committee on Financial Services.,6509,Housing and Community Development,Eleanor Smith Inclusive Home Design Act of 2018,HR,https://api.congress.gov/v3/bill/115/hr/6509?format=json
S001145,115,2018-04-18,2018-04-18,Referred to the House Committee on Energy and Commerce.,5548,Environmental Protection,"Water, Cosmetics, and Unwanted Pharmaceuticals Study Act",HR,https://api.congress.gov/v3/bill/115/hr/5548?format=json
S001145,115,2017-07-27,2017-07-28,Referred to the Subcommittee on Digital Commerce and Consumer Protection.,3449,Transportation and Public Works,Used Car Safety Recall Repair Act,HR,https://api.congress.gov/v3/bill/115/hr/3449?format=json
S001145,115,2017-07-26,2017-07-28,Referred to the Subcommittee on Digital Commerce and Consumer Protection.,3401,Transportation and Public Works,"To amend chapter 301 of subtitle VI of title 49, United States Code, to update or provide new motor vehicle safety standards for highly automated vehicles, and for other purposes.",HR,https://api.congress.gov/v3/bill/115/hr/3401?format=json
S001145,115,2017-05-25,2017-05-26,Referred to the Subcommittee on Energy.,2656,Energy,Public Engagement at FERC Act,HR,https://api.congress.gov/v3/bill/115/hr/2656?format=json
S001145,115,2017-04-25,2017-04-26,Referred to the Subcommittee on Aviation.,2124,Transportation and Public Works,BOARD Fairly Act,HR,https://api.congress.gov/v3/bill/115/hr/2124?format=json
S001145,115,2017-04-06,2017-04-07,Referred to the Subcommittee on Environment.,1969,Environmental Protection,Safe Hydration is an American Right in Energy Development Act of 2017,HR,https://api.congress.gov/v3/bill/115/hr/1969?format=json
S001145,114,2016-11-29,2016-12-06,Motion to reconsider laid on the table Agreed to without objection.,932,"Science, Technology, Communications",Expressing the sense of the House of Representatives with respect to third-party charges on consumer telephone bills.,HRES,https://api.congress.gov/v3/bill/114/hres/932?format=json
S001145,114,2016-09-22,2016-09-22,Referred to the House Committee on Energy and Commerce.,6128,Environmental Protection,"Water, Cosmetics, and Unwanted Pharmaceuticals Study Act",HR,https://api.congress.gov/v3/bill/114/hr/6128?format=json
S001145,114,2016-06-23,2016-06-23,Referred to the House Committee on Energy and Commerce.,5572,"Science, Technology, Communications",Protect Consumers from Phony Phone Charges Act of 2016,HR,https://api.congress.gov/v3/bill/114/hr/5572?format=json
S001145,114,2016-05-26,2016-05-26,Referred to the House Committee on Energy and Commerce.,5348,Energy,Public Engagement at FERC Act,HR,https://api.congress.gov/v3/bill/114/hr/5348?format=json
S001145,114,2015-11-18,2015-11-30,Referred to the Subcommittee on Federal Lands.,4072,Public Lands and Natural Resources,To remove a restriction that prohibits the use of Federal funds to pay for maintenance of the memorial to honor Tomas G. Masaryk in the District of Columbia.,HR,https://api.congress.gov/v3/bill/114/hr/4072?format=json
S001145,114,2015-03-19,2015-03-20,Referred to the Subcommittee on Environment and the Economy.,1515,Environmental Protection,Safe Hydration is an American Right in Energy Development Act of 2015,HR,https://api.congress.gov/v3/bill/114/hr/1515?format=json
S001145,114,2015-02-27,2015-03-06,"Referred to the Subcommittee on Commerce, Manufacturing, and Trade.",1181,Transportation and Public Works,Vehicle Safety Improvement Act of 2015,HR,https://api.congress.gov/v3/bill/114/hr/1181?format=json
S001145,109,2005-03-17,2005-07-27,Sponsor introductory remarks on measure. (CR E1625-1626),1441,Housing and Community Development,Inclusive Home Design Act of 2005,HR,https://api.congress.gov/v3/bill/109/hr/1441?format=json
S001145,114,2015-07-28,2015-07-28,Referred to the House Committee on Financial Services.,3260,Housing and Community Development,Eleanor Smith Inclusive Home Design Act of 2015,HR,https://api.congress.gov/v3/bill/114/hr/3260?format=json
S001145,111,2009-04-30,2009-12-16,"Placed on the Union Calendar, Calendar No. 222.",2190,Environmental Protection,Mercury Pollution Reduction Act,HR,https://api.congress.gov/v3/bill/111/hr/2190?format=json
S001145,111,2009-04-23,2009-04-27,"Referred to the Subcommittee on Commerce, Trade and Consumer Protection.",2065,Environmental Protection,Mercury Pollution Reduction Act of 2009,HR,https://api.congress.gov/v3/bill/111/hr/2065?format=json
S001145,111,2009-03-10,2009-03-10,Referred to the House Committee on Financial Services.,1408,Housing and Community Development,Inclusive Home Design Act of 2009,HR,https://api.congress.gov/v3/bill/111/hr/1408?format=json
S001145,110,2008-07-30,2008-10-03,Referred to the Subcommittee on General Farm Commodities and Risk Management.,6653,Energy,Consumer Energy Relief Act of 2008,HR,https://api.congress.gov/v3/bill/110/hr/6653?format=json
S001145,110,2008-03-11,2008-03-11,Referred to the Subcommittee on Environment and Hazardous Materials.,5580,Environmental Protection,Missing Mercury in Manufacturing Monitoring and Mitigation Act,HR,https://api.congress.gov/v3/bill/110/hr/5580?format=json
S001145,110,2007-11-15,2008-01-11,Referred to the Subcommittee on Housing and Community Opportunity.,4202,Housing and Community Development,Inclusive Home Design Act of 2007,HR,https://api.congress.gov/v3/bill/110/hr/4202?format=json
S001145,110,2007-08-03,2007-08-04,Referred to the Subcommittee on Water Resources and Environment.,3360,Environmental Protection,Great Lakes Pollution Prevention Act of 2007,HR,https://api.congress.gov/v3/bill/110/hr/3360?format=json
S001145,110,2007-02-27,2008-02-28,Became Public Law No: 110-189.,1216,Transportation and Public Works,K.T. Safety Act of 2007,HR,https://api.congress.gov/v3/bill/110/hr/1216?format=json
S001145,108,2003-11-21,2003-12-04,Referred to the Subcommittee on Environment and Hazardous Materials.,3629,Environmental Protection,Arsenic-Treated Wood Prohibition Act,HR,https://api.congress.gov/v3/bill/108/hr/3629?format=json
S001145,108,2003-11-21,2003-12-04,Referred to the Subcommittee on Health.,3628,Agriculture and Food,National Food Safety Database Act of 2003,HR,https://api.congress.gov/v3/bill/108/hr/3628?format=json
S001145,108,2003-06-05,2003-06-19,Referred to the Subcommittee on Benefits.,2353,Housing and Community Development,Inclusive Home Design Act of 2003,HR,https://api.congress.gov/v3/bill/108/hr/2353?format=json
S001145,108,2003-04-09,2003-05-05,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",1704,Housing and Community Development,To amend the Violence Against Women Act of 1994 to provide for transitional housing assistance grants for child victims of domestic violence.,HR,https://api.congress.gov/v3/bill/108/hr/1704?format=json
S001145,108,2003-04-01,2003-05-02,Referred to the Subcommittee on Education Reform.,1551,Agriculture and Food,Safe School Food Act of 2003,HR,https://api.congress.gov/v3/bill/108/hr/1551?format=json
S001145,107,2002-10-16,2002-11-25,Referred to the Subcommittee on Benefits.,5683,Housing and Community Development,Inclusive Home Design Act of 2002,HR,https://api.congress.gov/v3/bill/107/hr/5683?format=json
S001145,107,2002-05-09,2002-05-17,Referred to the Subcommittee on Environment and Hazardous Materials.,4707,Environmental Protection,Arsenic-Treated Lumber Prohibition and Disposal Act ,HR,https://api.congress.gov/v3/bill/107/hr/4707?format=json
S001145,107,2002-02-13,2002-10-02,Sponsor introductory remarks on measure. (CR E1724),3752,Housing and Community Development,Domestic Violence and Sexual Assault Victims' Housing Act,HR,https://api.congress.gov/v3/bill/107/hr/3752?format=json
S001145,106,2000-05-15,2000-05-18,"Referred to the Subcommittee on Telecommunications, Trade, and Consumer Protection.",4455,"Science, Technology, Communications",Email Address Forward Act,HR,https://api.congress.gov/v3/bill/106/hr/4455?format=json
S001145,106,1999-03-25,1999-04-16,Referred to the Subcommittee on Housing and Community Opportunity.,1352,Housing and Community Development,Domestic Violence and Sexual Assault Victims' Housing Act,HR,https://api.congress.gov/v3/bill/106/hr/1352?format=json
N000188,118,2023-09-01,2023-09-01,Referred to the House Committee on Natural Resources.,5334,Public Lands and Natural Resources,Peter J. McGuire Labor Day Landmark Act,HR,https://api.congress.gov/v3/bill/118/hr/5334?format=json
N000188,117,2021-05-14,2021-05-17,Referred to the Subcommittee on Environment and Climate Change.,3255,Environmental Protection,LEAD Guidance Act,HR,https://api.congress.gov/v3/bill/117/hr/3255?format=json
N000188,117,2021-04-05,2021-04-06,Referred to the Subcommittee on Energy.,2369,Energy,SMART Electric Act,HR,https://api.congress.gov/v3/bill/117/hr/2369?format=json
N000188,117,2021-01-04,2021-10-14,Subcommittee Hearings Held.,149,Public Lands and Natural Resources,Peter J. McGuire Labor Day Landmark Act,HR,https://api.congress.gov/v3/bill/117/hr/149?format=json
N000188,116,2020-01-17,2020-01-23,"Referred to the Subcommittee on Emergency Preparedness, Response, and Recovery.",5655,Emergency Management,Nonprofit Security Expansion Act,HR,https://api.congress.gov/v3/bill/116/hr/5655?format=json
N000188,116,2019-04-12,2019-12-04,Subcommittee Hearings Held.,2317,Public Lands and Natural Resources,Peter J. McGuire Labor Day Landmark Act,HR,https://api.congress.gov/v3/bill/116/hr/2317?format=json
N000188,115,2017-09-05,2017-09-08,Referred to the Subcommittee on Federal Lands.,3677,Public Lands and Natural Resources,Peter J. McGuire Labor Day Landmark Act,HR,https://api.congress.gov/v3/bill/115/hr/3677?format=json
N000188,114,2015-04-28,2015-04-29,"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",2074,Transportation and Public Works,TRACK Act,HR,https://api.congress.gov/v3/bill/114/hr/2074?format=json
D000064,108,2003-01-07,2003-01-07,Read twice and referred to the Committee on Environment and Public Works.,17,Environmental Protection,Global Climate Security Act of 2003,S,https://api.congress.gov/v3/bill/108/s/17?format=json
D000064,107,2001-01-22,2001-01-22,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry. (text of measure as introduced: CR S249-259)",20,Agriculture and Food,Securing a Future for Independent Agriculture Act of 2001,S,https://api.congress.gov/v3/bill/107/s/20?format=json
D000064,107,2001-12-05,2002-02-06,Committee on Energy and Natural Resources. Hearings held. Hearings printed: S.Hrg. 107-521.,1766,Energy,Energy Policy Act of 2002,S,https://api.congress.gov/v3/bill/107/s/1766?format=json
D000064,107,2001-09-21,2001-09-22,Indefinitely postponed by Senate by Unanimous Consent.,1450,Transportation and Public Works,Air Transportation Safety and System Stabilization Act,S,https://api.congress.gov/v3/bill/107/s/1450?format=json
D000064,106,1999-01-19,1999-01-19,Read twice and referred to the Committee on Agriculture.,19,Agriculture and Food,Agricultural Safety Net and Market Competitiveness Act of 1999,S,https://api.congress.gov/v3/bill/106/s/19?format=json
D000064,106,2000-04-12,2000-04-12,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry. (text of measure as introduced: CR S2625-2628)",2411,Agriculture and Food,Farmers and Ranchers Fair Competition Act of 2000,S,https://api.congress.gov/v3/bill/106/s/2411?format=json
D000064,108,2004-09-28,2004-09-28,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry. (text of measure as introduced: CR S9814)",2851,Agriculture and Food,A bill to amend the Farm Credit Act of 1971 to establish certain conditions under which a Farm Credit System institution can terminate its status as a System institution.,S,https://api.congress.gov/v3/bill/108/s/2851?format=json
D000064,108,2004-07-22,2004-07-22,Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S8758),2769,Energy,A bill to provide that imported ethanol shall not count toward satisfaction of any renewable fuel standard that may be enacted.,S,https://api.congress.gov/v3/bill/108/s/2769?format=json
D000064,108,2004-05-20,2004-05-21,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 538.,2451,Agriculture and Food,A bill to amend the Agricultural Marketing Act of 1946 to restore the application date for country of origin labeling.,S,https://api.congress.gov/v3/bill/108/s/2451?format=json
D000064,108,2004-05-17,2004-05-17,Read twice and referred to the Committee on Energy and Natural Resources. (text of measure as introduced: CR S5545),2429,Water Resources Development,Pactola Reservoir Reallocation Authorization Act of 2004,S,https://api.congress.gov/v3/bill/108/s/2429?format=json
D000064,108,2003-02-27,2003-02-27,Read twice and referred to the Committee on the Judiciary.,466,Emergency Management,First Responders Partnership Grant Act of 2003,S,https://api.congress.gov/v3/bill/108/s/466?format=json
D000064,108,2003-02-14,2003-04-10,Executive Comment Requested from Interior.,426,Water Resources Development,Blunt Reservoir and Pierre Canal Land Conveyance Act of 2003 ,S,https://api.congress.gov/v3/bill/108/s/426?format=json
D000064,108,2003-02-14,2003-12-02,"Referred to the Subcommittee on National Parks, Recreation and Public Lands.",425,Public Lands and Natural Resources,Wind Cave National Park Boundary Revision Act of 2003,S,https://api.congress.gov/v3/bill/108/s/425?format=json
D000064,108,2003-02-13,2003-03-20,"Committee on Environment and Public Works Subcommittee on Clean Air,  Climate Change, and Nuclear Safety. Hearings held.",385,Energy,Fuels Security Act of 2003,S,https://api.congress.gov/v3/bill/108/s/385?format=json
D000064,108,2003-01-07,2003-01-07,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",21,Agriculture and Food,Emergency Agricultural Disaster Assistance Act of 2003,S,https://api.congress.gov/v3/bill/108/s/21?format=json
D000064,107,2002-10-10,2002-10-15,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 706.,3099,Agriculture and Food,Emergency Agricultural Disaster Assistance Act of 2002,S,https://api.congress.gov/v3/bill/107/s/3099?format=json
D000064,107,2002-10-03,2002-10-03,Read twice and referred to the Committee on Environment and Public Works. (text of measure as introduced: CR S9903-9904),3036,Water Resources Development,Corps of Engineers River Stewardship Independent Investigation and Review Act,S,https://api.congress.gov/v3/bill/107/s/3036?format=json
D000064,107,2002-09-30,2002-09-30,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",3016,Agriculture and Food,Sun Grant Initiative for Renewable Energy and Biobased Products Act,S,https://api.congress.gov/v3/bill/107/s/3016?format=json
D000064,107,2002-07-24,2002-10-08,Placed on Senate Legislative Calendar under General Orders. Calendar No. 661.,2788,Public Lands and Natural Resources,Wind Cave National Park Boundary Revision Act of 2002 ,S,https://api.congress.gov/v3/bill/107/s/2788?format=json
D000064,107,2001-08-03,2001-12-19,Message on House action received in Senate and at desk: House amendment to Senate bill.,1389,Public Lands and Natural Resources,Homestake Mine Conveyance Act of 2001,S,https://api.congress.gov/v3/bill/107/s/1389?format=json
D000064,107,2001-06-13,2002-09-09,Placed on Senate Legislative Calendar under General Orders. Calendar No. 570.,1028,Water Resources Development,Blunt Reservoir and Pierre Canal Land Conveyance Act of 2002,S,https://api.congress.gov/v3/bill/107/s/1028?format=json
D000064,107,2001-03-30,2001-03-30,Read twice and referred to the Committee on Environment and Public Works.,670,Environmental Protection,Renewable Fuels Act of 2001,S,https://api.congress.gov/v3/bill/107/s/670?format=json
