bioguideid,congress,introducedDate,actionDate,actionText,billnumber,policyArea,title,billtype,url
H001049,112,2012-09-19,2012-09-19,Read twice and referred to the Committee on Environment and Public Works.,3561,Public Lands and Natural Resources,"A bill to correct the boundaries of the John H. Chafee Coastal Barrier Resources System Unit L06, Topsail, North Carolina.",S,https://api.congress.gov/v3/bill/112/s/3561?format=json
H001049,112,2012-07-26,2012-07-26,Read twice and referred to the Committee on Environment and Public Works.,3448,Public Lands and Natural Resources,Corolla Wild Horses Protection Act,S,https://api.congress.gov/v3/bill/112/s/3448?format=json
H001049,112,2011-07-13,2011-07-13,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",1354,"Science, Technology, Communications",Healthy Media for Youth Act,S,https://api.congress.gov/v3/bill/112/s/1354?format=json
H001049,112,2011-03-17,2011-03-17,Read twice and referred to the Committee on Environment and Public Works.,651,Public Lands and Natural Resources,McKinney Lake National Fish Hatchery Conveyance Act,S,https://api.congress.gov/v3/bill/112/s/651?format=json
H001049,112,2011-02-28,2011-06-09,Committee on Energy and Natural Resources Subcommittee on Energy. Hearings held. With printed Hearing: S.Hrg. 112-117.,421,Energy,Powering America's Lithium Production Act of 2011,S,https://api.congress.gov/v3/bill/112/s/421?format=json
H001049,111,2010-09-28,2010-09-28,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",3852,"Science, Technology, Communications",Healthy Media for Youth Act,S,https://api.congress.gov/v3/bill/111/s/3852?format=json
H001049,111,2010-09-14,2010-09-14,Read twice and referred to the Committee on Environment and Public Works.,3781,Public Lands and Natural Resources,McKinney Lake National Fish Hatchery Conveyance Act,S,https://api.congress.gov/v3/bill/111/s/3781?format=json
H001049,111,2010-03-11,2010-03-11,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",3106,Housing and Community Development,Nonprofit Mortgage Licensing Clarification Act of 2010,S,https://api.congress.gov/v3/bill/111/s/3106?format=json
R000386,106,1999-05-14,1999-05-14,Referred to the Subcommittee on Aviation.,1823,Transportation and Public Works,To authorize the sponsor of the Burbank-Glendale-Pasadena Airport in California to impose noise restrictions on operations at the airport without the approval of the Federal Aviation Administration.,HR,https://api.congress.gov/v3/bill/106/hr/1823?format=json
R000386,106,1999-01-06,1999-01-20,Referred to the Subcommittee on Health and Environment.,236,Environmental Protection,National Forest Protection Act,HR,https://api.congress.gov/v3/bill/106/hr/236?format=json
F000246,118,2023-07-25,2023-07-28,"Referred to the Subcommittee on Energy, Climate and Grid Security.",4859,Energy,To amend the Energy Policy and Conservation Act to direct the Secretary of Energy to submit to Congress a report containing an assessment of any physical or cybersecurity incidents to a storage facility or a related facility of the Strategic Petroleum Reserve.,HR,https://api.congress.gov/v3/bill/118/hr/4859?format=json
F000246,117,2022-06-09,2022-06-09,Referred to the House Committee on Energy and Commerce.,7996,Energy,Strategic Petroleum Reserve Anti-Exploitation Act,HR,https://api.congress.gov/v3/bill/117/hr/7996?format=json
M001140,111,2010-01-13,2010-01-13,Referred to House Oversight and Government Reform,4450,Housing and Community Development,Federal Housing Finance Agency Inspector General Technical Corrections Act of 2009,HR,https://api.congress.gov/v3/bill/111/hr/4450?format=json
M001140,111,2009-05-21,2009-05-28,Referred to the Subcommittee on Technology and Innovation.,2627,Emergency Management,National Windstorm Impact Reduction Reauthorization Act of 2009,HR,https://api.congress.gov/v3/bill/111/hr/2627?format=json
M001140,111,2009-05-05,2009-05-05,Referred to the House Committee on Financial Services.,2246,Housing and Community Development,Community Building Code Administration Grant Act of 2009,HR,https://api.congress.gov/v3/bill/111/hr/2246?format=json
M001140,110,2008-09-29,2008-09-30,Received in the Senate.,7217,Public Lands and Natural Resources,Federal Real Property Disposal Enhancement Act of 2008,HR,https://api.congress.gov/v3/bill/110/hr/7217?format=json
M001140,110,2008-09-26,2008-09-27,Referred to the Subcommittee on Water Resources and Environment.,7159,Emergency Management,National Windstorm Impact Reduction Reauthorization Act of 2008,HR,https://api.congress.gov/v3/bill/110/hr/7159?format=json
M001140,110,2008-04-14,2008-05-22,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,5787,Public Lands and Natural Resources,Federal Real Property Disposal Enhancement Act of 2008,HR,https://api.congress.gov/v3/bill/110/hr/5787?format=json
M001140,110,2007-12-12,2008-07-10,"Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",4461,Housing and Community Development,Community Building Code Administration Grant Act of 2008,HR,https://api.congress.gov/v3/bill/110/hr/4461?format=json
M001140,108,2003-05-07,2003-05-12,Referred to the Subcommittee on Energy.,2020,Emergency Management,"Hurricane, Tornado, and Related Hazards Research Act ",HR,https://api.congress.gov/v3/bill/108/hr/2020?format=json
M001140,107,2002-10-09,2002-10-09,Referred to the House Committee on Ways and Means.,5593,Transportation and Public Works,Airline Worker Relief Act of 2002,HR,https://api.congress.gov/v3/bill/107/hr/5593?format=json
M001140,107,2001-12-20,2002-01-08,Referred to the Subcommittee on Research.,3592,Emergency Management,"Hurricane, Tornado, and Related Natural Hazards Research Act",HR,https://api.congress.gov/v3/bill/107/hr/3592?format=json
M001140,106,2000-10-19,2000-10-27,Referred to the Subcommittee on Basic Research.,5499,Emergency Management,Windstorm Hazard Reduction Research and Technology Transfer Act ,HR,https://api.congress.gov/v3/bill/106/hr/5499?format=json
S001183,118,2023-03-14,2023-11-07,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,1607,Water Resources Development,"To clarify jurisdiction with respect to certain Bureau of Reclamation pumped storage development, and for other purposes.",HR,https://api.congress.gov/v3/bill/118/hr/1607?format=json
S001183,117,2021-07-02,2021-07-02,"Referred to the House Committee on Science, Space, and Technology.",4353,Energy,Uranium Seawater Extraction Research and Development Act,HR,https://api.congress.gov/v3/bill/117/hr/4353?format=json
S001183,117,2021-07-01,2021-07-02,Referred to the Subcommittee on Water Resources and Environment.,4336,Environmental Protection,NEPA State Assignment Expansion Act,HR,https://api.congress.gov/v3/bill/117/hr/4336?format=json
S001183,117,2021-07-01,2021-07-01,Referred to the House Committee on Natural Resources.,4335,Environmental Protection,NEPA Accountability and Enforcement Act,HR,https://api.congress.gov/v3/bill/117/hr/4335?format=json
S001183,117,2021-05-20,2021-05-26,"Referred to the Subcommittee on Biotechnology, Horticulture, and Research.",427,Agriculture and Food,"Encouraging the Department of Agriculture to lead efforts, in partnerships with States, localities, universities, and various farming and ranching groups, to prepare for the disruptive transformation of the entire agriculture industry.",HRES,https://api.congress.gov/v3/bill/117/hres/427?format=json
S001183,117,2021-01-12,2021-02-02,Referred to the Subcommittee on Environment and Climate Change.,283,Environmental Protection,Crowd Sourcing of Environmental Data Act of 2021,HR,https://api.congress.gov/v3/bill/117/hr/283?format=json
S001183,116,2020-06-08,2020-06-08,"Referred to the House Committee on Science, Space, and Technology.",7139,"Science, Technology, Communications",Ensuring American Leadership over International Standards Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/7139?format=json
S001183,113,2014-02-06,2014-11-20,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,4012,Environmental Protection,Secret Science Reform Act of 2014,HR,https://api.congress.gov/v3/bill/113/hr/4012?format=json
S001183,113,2013-06-13,2013-06-13,"Referred to the Committee on Financial Services, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2348,Housing and Community Development,Jumpstart GSE Reform Act,HR,https://api.congress.gov/v3/bill/113/hr/2348?format=json
S001183,113,2013-01-14,2013-01-14,Referred to the House Committee on Financial Services.,245,Housing and Community Development,To amend the Truth in Lending Act to allow certain loans that are not fully amortizing to be used in seller carryback financing on residential mortgage loans.,HR,https://api.congress.gov/v3/bill/113/hr/245?format=json
S001183,112,2011-03-29,2011-04-06,Forwarded by Subcommittee to Full Committee (Amended) by Voice Vote .,1227,Housing and Community Development,GSE Risk and Activities Limitation Act of 2011,HR,https://api.congress.gov/v3/bill/112/hr/1227?format=json
S001183,112,2011-02-28,2011-03-01,Referred to the Subcommittee on Aviation.,827,Transportation and Public Works,"To amend title 49, United States Code, to allow for additional flights beyond the perimeter restriction applicable to Ronald Reagan Washington National Airport, and for other purposes.",HR,https://api.congress.gov/v3/bill/112/hr/827?format=json
S001183,116,2019-02-14,2019-02-15,Referred to the Subcommittee on Environment and Climate Change.,1284,Environmental Protection,Crowd Sourcing of Environmental Data Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/1284?format=json
S001183,115,2017-10-04,2017-10-06,Referred to the Subcommittee on Environment.,3959,Environmental Protection,Crowd Sourcing of Environmental Data Act of 2017,HR,https://api.congress.gov/v3/bill/115/hr/3959?format=json
S001183,114,2015-01-06,2015-01-06,Referred to the House Committee on Financial Services.,162,Housing and Community Development,To amend the Truth in Lending Act to allow certain loans that are not fully amortizing to be used in seller carryback financing on residential mortgage loans.,HR,https://api.congress.gov/v3/bill/114/hr/162?format=json
S001183,115,2017-03-02,2017-03-17,Referred to the Subcommittee on Environment.,1355,Environmental Protection,Crowd Sourcing of Environmental Data Act of 2017,HR,https://api.congress.gov/v3/bill/115/hr/1355?format=json
S001183,114,2016-07-12,2016-07-13,Referred to the Subcommittee on Aviation.,5744,Transportation and Public Works,NextGen Flight Path Review and Notification Act of 2016,HR,https://api.congress.gov/v3/bill/114/hr/5744?format=json
S001183,114,2015-09-22,2015-09-23,Referred to the Subcommittee on Aviation.,3593,Transportation and Public Works,Aviation Cost and Expenses Sharing Act of 2015,HR,https://api.congress.gov/v3/bill/114/hr/3593?format=json
S001183,114,2015-02-10,2015-02-13,Referred to the Subcommittee on Health.,852,"Science, Technology, Communications",TIPS Act of 2015,HR,https://api.congress.gov/v3/bill/114/hr/852?format=json
T000058,108,2004-10-08,2004-11-08,"Referred to the Subcommittee on National Parks, Recreation and Public Lands.",5348,Public Lands and Natural Resources,Atchafalaya National Heritage Area Act,HR,https://api.congress.gov/v3/bill/108/hr/5348?format=json
T000058,108,2004-03-12,2004-03-30,Referred to the Subcommittee on Telecommunications and the Internet.,3969,"Science, Technology, Communications",Foreign Government Ownership Act of 2004,HR,https://api.congress.gov/v3/bill/108/hr/3969?format=json
T000058,108,2003-04-07,2003-11-21,Motion by Senator Frist to reconsider the vote by which cloture on the conference report to accompnay H. R. 6 was not invoked (Roll Call Vote No. 456) entered in Senate.,6,Energy,Energy Policy Act of 2003,HR,https://api.congress.gov/v3/bill/108/hr/6?format=json
T000058,107,2002-04-24,2002-06-19,Became Public Law No: 107-195.,4560,"Science, Technology, Communications",Auction Reform Act of 2002,HR,https://api.congress.gov/v3/bill/107/hr/4560?format=json
T000058,107,2001-12-13,2001-12-28,Referred to the Subcommittee on Telecommunications and the Internet.,3484,"Science, Technology, Communications",Prompt Utilization of Wireless Spectrum Act of 2001,HR,https://api.congress.gov/v3/bill/107/hr/3484?format=json
T000058,107,2001-11-08,2001-11-28,Referred to the Subcommittee on Telecommunications and the Internet.,3268,"Science, Technology, Communications",Foreign Government Ownership Act of 2001,HR,https://api.congress.gov/v3/bill/107/hr/3268?format=json
T000058,107,2001-07-23,2001-08-13,For Further Action See H.R.4.,2587,Energy,Energy Advancement and Conservation Act of 2001,HR,https://api.congress.gov/v3/bill/107/hr/2587?format=json
T000058,107,2001-04-24,2002-02-28,"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",1542,"Science, Technology, Communications",Internet Freedom and Broadband Deployment Act of 2001,HR,https://api.congress.gov/v3/bill/107/hr/1542?format=json
