bioguideId,invertedOrderName,currentMember,terms,startYear,birthYear,sponsoredLegislation,cosponsoredLegislation
D000046,"Danner, Pat",False,4,1993,1934,19,931
C000994,"Cunningham, Randy (Duke)",False,8,1991,1941,121,2044
C000984,"Cummings, Elijah E.",False,13,1995,1951,225,5058
C000962,"Cubin, Barbara",False,7,1995,1946,104,1368
C000873,"Crane, Philip M.",False,18,1969,1930,797,2761
L000554,"LoBiondo, Frank A.",False,12,1995,1946,126,2860
L000371,"Livingston, Bob",False,12,1977,1943,147,2570
L000342,"Lipinski, William O.",False,11,1983,1937,138,5055
L000321,"Linder, John",False,9,1993,1942,199,1432
L000293,"Lewis, Ron",False,8,1993,1946,85,1629
L000287,"Lewis, John",False,17,1987,1940,371,8198
L000274,"Lewis, Jerry",False,17,1979,1934,157,2919
L000263,"Levin, Sander M.",False,18,1983,1931,217,5493
L000169,"Leach, James A.",False,15,1977,1942,341,3554
L000155,"Lazio, Rick",False,4,1993,1958,91,656
L000553,"LaTourette, Steven C.",False,9,1995,1954,151,2350
L000111,"Latham, Tom",False,10,1995,1948,103,1924
L000096,"Largent, Steve",False,5,1993,1954,17,729
L000090,"Lantos, Tom",False,14,1981,1928,360,6491
L000552,"LaHood, Ray",False,7,1995,1945,103,1800
L000556,"LaFalce, John J.",False,14,1975,1939,580,4464
K000352,"Kyl, Jon",False,14,1987,1942,774,2517
K000288,"Knollenberg, Joe",False,8,1993,1933,101,1251
K000270,"Klink, Ron",False,4,1993,1951,64,804
K000259,"Kleczka, Gerald D.",False,11,1983,1943,130,2665
K000220,"Kingston, Jack",False,11,1993,1955,103,2194
K000210,"King, Peter T.",False,14,1993,1944,400,4663
K000172,"Kildee, Dale E.",False,18,1977,1929,283,7074
K000113,"Kennedy, Patrick J.",False,8,1995,1967,175,2984
K000078,"Kelly, Sue W.",False,6,1995,1936,157,1950
K000016,"Kasich, John R.",False,9,1983,1952,130,2048
K000008,"Kanjorski, Paul E.",False,13,1985,1937,258,2554
J000255,"Jones, Walter B., Jr.",False,13,1995,1943,288,5018
J000177,"Johnson, Tim",False,14,1987,1946,463,5590
J000174,"Johnson, Sam",False,14,1991,1930,278,2917
J000163,"Johnson, Nancy L.",False,12,1983,1935,329,3628
J000072,"Jeffords, James M.",False,16,1975,1934,912,5658
J000070,"Jefferson, William J.",False,9,1991,1947,124,3861
J000283,"Jackson, Jesse L., Jr.",False,9,1995,1965,114,3133
I000047,"Istook, Ernest J., Jr.",False,7,1993,1950,79,826
I000026,"Inslee, Jay",False,8,1993,1951,171,2092
I000023,"Inglis, Bob",False,6,1993,1959,83,1270
H001022,"Hyde, Henry J.",False,16,1975,1924,466,5086
H001015,"Hutchinson, Tim",False,5,1993,1949,243,1505
H000981,"Hunter, Duncan",False,14,1981,1948,323,2970
H000814,"Houghton, Amo",False,9,1987,1926,145,1731
H000807,"Hostettler, John N.",False,6,1995,1961,55,1229
H000789,"Horn, Stephen",False,5,1993,1931,67,1462
H000712,"Holden, Tim",False,10,1993,1957,97,3265
H000676,"Hoekstra, Peter",False,9,1993,1953,174,1787
H000666,"Hobson, David L.",False,9,1991,1936,52,1366
H000627,"Hinchey, Maurice D.",False,10,1993,1938,207,6113
H000621,"Hilliard, Earl F.",False,5,1993,1942,31,1647
H000615,"Hilleary, Van",False,4,1995,1959,19,712
H000528,"Herger, Wally",False,13,1987,1945,216,3465
H000444,"Hefley, Joel",False,10,1987,1935,295,1817
H000413,"Hayworth, J. D.",False,6,1995,1958,154,1704
H000329,"Hastings, Doc",False,10,1995,1941,304,1388
H000323,"Hastert, J. Dennis",False,11,1987,1942,67,1865
H000206,"Harkin, Tom",False,20,1975,1939,1400,5170
H000172,"Hansen, James V.",False,11,1981,1932,193,2449
H000074,"Hall, Tony P.",False,12,1979,1942,231,2351
H000067,"Hall, Ralph M.",False,17,1981,1923,151,4051
G000536,"Gutknecht, Gil",False,6,1995,1951,48,960
G000535,"Gutierrez, Luis V.",False,13,1993,1953,188,5184
G000445,"Gregg, Judd",False,13,1981,1947,528,2125
G000439,"Greenwood, James C.",False,6,1993,1951,117,1555
G000410,"Green, Gene",False,13,1993,1947,315,5124
G000367,"Grams, Rod",False,4,1993,1948,185,902
G000365,"Gramm, Phil",False,12,1979,1942,887,1831
G000336,"Goss, Porter J.",False,8,1989,1938,236,1695
G000309,"Gordon, Bart",False,13,1985,1949,229,4395
G000291,"Goodling, William F.",False,13,1975,1927,363,2850
G000289,"Goodlatte, Bob",False,13,1993,1952,234,2755
G000212,"Gilman, Benjamin A.",False,15,1973,1922,671,5753
G000210,"Gillmor, Paul E.",False,10,1989,1939,112,2023
G000180,"Gilchrest, Wayne T.",False,9,1991,1946,132,2103
G000132,"Gephardt, Richard A.",False,14,1977,1941,302,1869
G000121,"Gekas, George W.",False,10,1983,1930,254,2073
G000120,"Gejdenson, Sam",False,10,1981,1948,213,3691
G000041,"Ganske, Greg",False,4,1995,1949,28,405
G000021,"Gallegly, Elton",False,13,1987,1944,263,3268
F000392,"Frost, Martin",False,13,1979,1942,269,8918
F000372,"Frelinghuysen, Rodney P.",False,12,1995,1946,169,1448
F000349,"Franks, Bob",False,4,1993,1951,118,852
F000339,"Frank, Barney",False,16,1981,1940,797,10258
F000328,"Fowler, Tillie",False,4,1993,1942,47,852
F000257,"Forbes, Michael P.",False,3,1995,1952,52,859
F000238,"Foley, Mark",False,6,1995,1954,149,2362
